lookback,future,pos,val,temp,mse_Auto,mae_Auto,rmse_Auto,mape_Auto,mspe_Auto,rse_Auto,R2_Auto,mse_Inf,mae_Inf,rmse_Inf,mape_Inf,mspe_Inf,rse_Inf,R2_Inf,mse_Tra,mae_Tra,rmse_Tra,mape_Tra,mspe,rse,R2_Tra,mse_LSTM,mae_LSTM,rmse_LSTM,mape_LSTM,R2_LSTM,data_type
720,336,False,True,True,0.15344909,0.31758776,0.39172578,0.14570855,0.03452906,1.40752852,-1.03671828,0.4391337,0.57684094,0.66267163,0.27097231,0.10401235,2.38107681,-4.8869855,,,,,,,,0.87943215,0.89809003,0.93778044,0.41794685,-10.35565468,original
720,720,False,True,True,0.15745032,0.31472212,0.3968001,0.14429452,0.03506026,1.50854278,-1.72005521,0.84705466,0.85303193,0.92035574,0.39915112,0.19693564,3.49898076,-13.21598915,,,,,,,,0.38621078,0.54745964,0.62145859,0.26083239,-4.58310899,original
6,1,True,False,False,0.00081014,0.01972208,0.02846298,0.00821097,0.00014298,0.05650556,0.99680712,0.00456124,0.05244208,0.06753696,0.02086142,0.00068508,0.1340764,0.98202352,0.00241553,0.03425147,0.04914809,0.0129242,0.00030907,0.09757026,0.99048005,0.00821274,0.07146617,0.09062414,0.0295617,0.96756802,original
6,12,True,False,False,0.00413909,0.04224051,0.06433578,0.01758461,0.00072985,0.128406,0.98345894,0.00753293,0.06284153,0.08679245,0.02551292,0.00122876,0.17322665,0.96994258,0.0088314,0.07136754,0.09397555,0.02918423,0.00146715,0.1875632,0.96475408,0.01330631,0.0866018,0.11535299,0.03528769,0.94691665,original
6,24,True,False,False,0.0089,0.06352304,0.09433981,0.02662586,0.0015798,0.18936658,0.96389093,0.01083129,0.07311967,0.10407349,0.02992772,0.00180362,0.2089048,0.95612648,0.01137175,0.07920057,0.10663839,0.03302936,0.00201651,0.21405329,0.95392736,0.10846459,0.29058859,0.32933962,0.12815917,0.56254196,original
6,96,True,False,False,0.02968922,0.12339047,0.17230558,0.05173701,0.00540196,0.35854724,0.866454,0.04402671,0.15360019,0.20982541,0.06511264,0.00836181,0.43662152,0.80178961,0.03495127,0.14177193,0.18695258,0.05957239,0.00644505,0.38902587,0.8438719,0.54684619,0.68088987,0.7394905,0.30772866,-1.37825517,original
6,192,True,False,False,0.05528365,0.17536584,0.23512475,0.07424108,0.01037846,0.51036644,0.72043373,0.10141282,0.24914697,0.31845379,0.10801902,0.02051571,0.6912421,0.48804815,0.06491746,0.20191738,0.25478905,0.08672272,0.01270301,0.55305016,0.67627167,0.73836884,0.79063663,0.85928391,0.35940881,-2.49856825,original
6,336,True,False,False,0.11076979,0.2618461,0.33282095,0.1119898,0.020949,0.7601878,0.34873753,0.23427874,0.40703204,0.48402348,0.1807579,0.04985276,1.10554564,-0.35753783,0.18884185,0.36086085,0.43455938,0.15900356,0.03891528,0.99256593,-0.10468502,0.60877303,0.71765504,0.78023909,0.32574397,-2.18853436,original
6,720,True,False,False,0.17539786,0.32798123,0.41880527,0.14069016,0.03287858,1.06299758,-0.59591037,0.47819901,0.57509273,0.69151932,0.25758186,0.10280574,1.75519133,-3.63880955,0.42920962,0.56443852,0.65514094,0.25235778,0.09224711,1.66285682,-2.96793427,0.79803805,0.83524094,0.89332975,0.37910322,-4.17764338,original
12,1,True,False,False,0.00094451,0.02253848,0.03073296,0.00937509,0.00016498,0.06137169,0.99623352,0.00291641,0.03889094,0.05400378,0.0153879,0.00043865,0.10784197,0.98837011,0.00267877,0.03875553,0.05175682,0.01501139,0.00036716,0.10335496,0.98931775,0.13051149,0.3099002,0.36126374,0.13297003,0.478729,original
12,12,True,False,False,0.00422715,0.04308646,0.06501656,0.01795439,0.00074609,0.13050406,0.98291872,0.00797807,0.0653655,0.08932004,0.02689072,0.00133027,0.17928708,0.96779884,0.00611134,0.05561233,0.07817506,0.02296364,0.001039,0.15691638,0.97531221,0.02475459,0.12993193,0.15733591,0.05685505,0.90014475,original
12,24,True,False,False,0.00839752,0.06081393,0.09163796,0.02541552,0.00147461,0.18501452,0.96553478,0.01310545,0.08210377,0.11447905,0.03377661,0.00221058,0.23113005,0.94629291,0.01207991,0.08306345,0.10990863,0.03454143,0.00211912,0.2219025,0.95053171,0.52218193,0.66219442,0.72262156,0.29831083,-1.13014352,original
12,96,True,False,False,0.02949465,0.12347507,0.17174006,0.05183031,0.00536839,0.35983616,0.8655387,0.03767713,0.1408435,0.19410597,0.0598787,0.00715728,0.40669808,0.82762798,0.03837706,0.14938009,0.19590065,0.06332803,0.00722599,0.41045836,0.82623743,0.70754391,0.77316769,0.84115629,0.35087037,-2.11824596,original
12,192,True,False,False,0.05377949,0.17329556,0.23190404,0.0733663,0.010062,0.50638938,0.72520355,0.10260996,0.25231609,0.32032791,0.10987826,0.02099828,0.69947308,0.47697123,0.10223002,0.26018733,0.31973431,0.11389805,0.02106748,0.69817686,0.48828029,0.84005547,0.84182564,0.9165454,0.38323533,-3.02597828,original
12,336,True,False,False,0.09144729,0.23531991,0.30240253,0.10051979,0.01717677,0.69471234,0.45342611,0.22791936,0.38311532,0.47740901,0.16723734,0.04606896,1.09675658,-0.35357846,0.13563384,0.2995891,0.368285,0.13045818,0.02678366,0.84606487,0.2050359,0.59496045,0.70571524,0.77133679,0.31845915,-2.15056404,original
12,720,True,False,False,0.19828442,0.3475866,0.44529137,0.15028514,0.03819871,1.13651133,-0.82364717,0.3844381,0.51244885,0.6200307,0.2277655,0.08073034,1.58249617,-2.61217823,0.3616637,0.5132556,0.60138482,0.22847249,0.07636013,1.53490651,-2.3418404,1.05419558,0.96276798,1.02674027,0.43843761,-5.90882885,original
24,1,True,False,False,0.01410897,0.03883149,0.11878119,0.01569414,0.00206621,0.23994695,0.94242546,0.00280437,0.03777234,0.05295634,0.01511968,0.00043188,0.10697581,0.98855618,0.00203291,0.03147813,0.04508783,0.0120542,0.00027159,0.09108082,0.99170428,0.18696228,0.3787292,0.43239135,0.16568193,0.23621198,original
24,12,True,False,False,0.00512329,0.04925565,0.07157718,0.0205646,0.00090931,0.14537175,0.9788116,0.00962521,0.07367535,0.09810814,0.02998498,0.00157345,0.19925556,0.96024008,0.00566285,0.05298446,0.07525188,0.02172361,0.00094821,0.152835,0.97658009,0.03149734,0.14663358,0.17747491,0.06635226,0.86997769,original
24,24,True,False,False,0.00881976,0.06333261,0.09391357,0.02646646,0.00154682,0.19190322,0.96293558,0.0117104,0.07699476,0.10821459,0.03195298,0.00201447,0.22112596,0.95085155,0.01115618,0.07839449,0.10562281,0.03285826,0.0019927,0.21582991,0.95317087,0.53074296,0.66763104,0.72852108,0.30153866,-1.2169827,original
24,96,True,False,False,0.03104413,0.12813009,0.17619343,0.05378201,0.00564689,0.37426099,0.85487812,0.03948784,0.14531584,0.19871548,0.06187081,0.00753881,0.42210114,0.81483681,0.04285373,0.15736917,0.20701143,0.0674753,0.00839657,0.43972299,0.80016508,0.6555349,0.74373896,0.8096511,0.33782471,-1.96652888,original
24,192,True,False,False,0.05468688,0.17601599,0.23385227,0.07456617,0.01019533,0.51672482,0.71496713,0.10791957,0.25544405,0.32851115,0.11047109,0.02138496,0.72588503,0.4375283,0.10655917,0.26053715,0.32643402,0.11324032,0.02162163,0.72129536,0.44616717,0.79426294,0.81863647,0.89121431,0.37292537,-2.89382124,original
24,336,True,False,False,0.0905024,0.23521292,0.30083618,0.1001594,0.01668393,0.69907212,0.44833182,0.34348008,0.50121182,0.58607173,0.21960624,0.07019508,1.36189222,-1.06250157,0.3309598,0.50435454,0.57529104,0.22176045,0.06766207,1.33684039,-0.96327547,0.79271238,0.82046635,0.89034397,0.37410929,-3.29016949,original
24,720,True,False,False,0.19804497,0.34772539,0.44502243,0.14950261,0.03731957,1.14840972,-0.84699095,0.26882085,0.42155153,0.51847935,0.18826835,0.05776879,1.33797014,-1.62975197,0.21805535,0.38820174,0.46696398,0.17266022,0.04629195,1.20503128,-1.04292527,1.02724364,0.95063233,1.01353028,0.433397,-5.86844729,original
48,1,True,False,False,0.00430153,0.04916335,0.06558608,0.02059641,0.00076045,0.13581778,0.98155353,0.00351175,0.04318757,0.05926004,0.01748512,0.00054699,0.1227176,0.98494039,0.00217288,0.033264,0.04661416,0.01324037,0.00032603,0.09653011,0.99068194,0.18413771,0.3790108,0.42911271,0.16730661,0.20987395,original
48,12,True,False,False,0.00629302,0.05845249,0.07932853,0.02449331,0.0011234,0.16530885,0.97259273,0.01183082,0.08424855,0.1087696,0.03452754,0.00196044,0.22665964,0.94854226,0.0057287,0.05377852,0.07568818,0.02216649,0.0009747,0.15772292,0.97504544,0.00956998,0.07130326,0.09782626,0.02889363,0.95841928,original
48,24,True,False,False,0.01008389,0.07241368,0.10041855,0.03034794,0.00178802,0.21068165,0.95530981,0.01305819,0.0832535,0.11427245,0.03478427,0.002283,0.23974763,0.94219073,0.01178952,0.08134522,0.10857955,0.03411271,0.00211931,0.22780371,0.94777995,0.3929334,0.57353869,0.626844,0.25949348,-0.7303256,original
48,96,True,False,False,0.03242865,0.13326062,0.18007956,0.05620619,0.00593003,0.39281729,0.84119276,0.04215171,0.15342794,0.20530881,0.0653621,0.00798499,0.44785118,0.7931547,0.0374611,0.14723152,0.19354871,0.06259362,0.00712643,0.42219827,0.81655528,0.61886154,0.72161694,0.78667753,0.32856813,-1.94936142,original
48,192,True,False,False,0.0595663,0.18589653,0.24406208,0.079037,0.01118655,0.55202341,0.67692286,0.1468499,0.29829404,0.38321,0.12872958,0.02881919,0.86675042,0.20221255,0.11008728,0.2602469,0.33179402,0.11350739,0.02221835,0.75045699,0.4017696,0.74399344,0.79285466,0.86255055,0.36162912,-2.81522522,original
48,336,True,False,False,0.09816114,0.24747168,0.31330678,0.10608072,0.01848584,0.74456137,0.37906669,0.21084884,0.37290722,0.4591828,0.16462451,0.04374396,1.09123015,-0.32399193,0.28953791,0.46529627,0.53808725,0.20293018,0.05720798,1.27874351,-0.78711826,0.78214833,0.81753233,0.8843915,0.37279829,-3.41761814,original
48,720,True,False,False,0.1902182,0.34320632,0.43614012,0.14875312,0.03685484,1.15013158,-0.826283,0.58549869,0.66356194,0.76517886,0.29763338,0.1257146,2.01782942,-4.74351637,0.42592067,0.56076354,0.65262598,0.24977997,0.09039576,1.72101951,-3.14618171,1.14633696,1.01093743,1.07067126,0.46018062,-6.97304206,original
72,1,True,False,False,0.00335604,0.04279557,0.05793133,0.01788381,0.00058336,0.12336321,0.98478152,0.00899901,0.06934251,0.09486313,0.02904223,0.0015891,0.2020085,0.95919257,0.0022021,0.03503672,0.04692658,0.01374405,0.00030233,0.09992889,0.99001422,0.1910074,0.38929649,0.43704394,0.17340988,0.13319368,original
72,12,True,False,False,0.00962056,0.0719883,0.09808446,0.03013494,0.00168765,0.21050194,0.9555685,0.00966043,0.07229291,0.09828749,0.0301715,0.00168012,0.21093766,0.955418,0.00513395,0.05150679,0.07165156,0.02145774,0.00089544,0.1537735,0.97625011,0.00783921,0.06665373,0.08853929,0.02796367,0.96387869,original
72,24,True,False,False,0.01594252,0.09486056,0.12626368,0.04009484,0.00288735,0.27319822,0.92511033,0.01278059,0.08373206,0.11305128,0.03507981,0.00224209,0.24461041,0.93976235,0.01051508,0.07476775,0.10254306,0.03142876,0.00189964,0.22187364,0.95037639,0.45748052,0.61706175,0.67637306,0.28035841,-1.14182649,original
72,96,True,False,False,0.03247699,0.13356768,0.18021373,0.05648629,0.0059572,0.40300837,0.83380911,0.03621745,0.14255883,0.19030884,0.06027313,0.00654682,0.42558384,0.81451109,0.03715245,0.14466256,0.19274972,0.06144924,0.0070674,0.43104234,0.80887992,0.67961479,0.75693319,0.82438753,0.34549568,-2.40066438,original
72,192,True,False,False,0.06485391,0.19715123,0.2546643,0.0845504,0.0124879,0.5889895,0.63493166,0.13674247,0.29432827,0.36978707,0.12591137,0.02580286,0.85524619,0.23630434,0.08535045,0.2333284,0.29214799,0.10138325,0.01707613,0.67568201,0.52086433,0.76056086,0.8023808,0.87210141,0.36637843,-3.07263299,original
72,336,True,False,False,0.09856413,0.25084633,0.31394923,0.10759892,0.01854355,0.75879365,0.35715616,0.28813252,0.44394708,0.53677976,0.19204837,0.05601981,1.29735959,-0.84725474,0.18979704,0.36498719,0.43565702,0.16106762,0.03880726,1.05295289,-0.21045714,0.69503172,0.7679693,0.83368562,0.3505437,-3.0897492,original
72,720,True,False,False,0.18762262,0.34284228,0.43315426,0.14873341,0.03650926,1.15695691,-0.79325673,0.40750679,0.53201658,0.63836259,0.23882413,0.08787923,1.7050693,-3.12909846,0.36524415,0.51794058,0.60435432,0.23215568,0.07852648,1.61423302,-2.5881291,1.14077406,1.00871574,1.06807025,0.45961675,-7.24144478,original
96,1,True,False,False,0.00539621,0.05386331,0.07345889,0.02267597,0.0009725,0.1615479,0.97390228,0.00867806,0.06686345,0.09315611,0.02806642,0.0015267,0.20486526,0.95803022,0.00158684,0.0304282,0.03983513,0.01222389,0.00024092,0.08760386,0.99232556,0.20125283,0.4031057,0.44861211,0.18117948,0.02667938,original
96,12,True,False,False,0.00939154,0.07146867,0.09690996,0.02993531,0.00167012,0.21408235,0.954111,0.01260063,0.08554191,0.11225251,0.03596017,0.00222481,0.24797535,0.93842099,0.00622377,0.05741671,0.07889085,0.02404571,0.00111061,0.17427659,0.96955084,0.01904821,0.11495414,0.13801525,0.05176993,0.90697179,original
96,24,True,False,False,0.01457259,0.08858135,0.12071699,0.03730927,0.00264053,0.2680513,0.92789575,0.0156619,0.09349999,0.12514749,0.03916436,0.00274758,0.27788919,0.92250391,0.01271932,0.08472827,0.11277997,0.03642816,0.00244425,0.25042722,0.93699206,0.45328253,0.61332351,0.6732626,0.27950292,-1.23562587,original
96,96,True,False,False,0.03916656,0.15122361,0.19790544,0.06472416,0.00747886,0.45178616,0.79259263,0.04094832,0.15508538,0.20235692,0.06573077,0.00740736,0.46194816,0.78296418,0.06073253,0.19177826,0.24643971,0.08281665,0.01196813,0.56258208,0.67685689,0.64075285,0.7344479,0.8004704,0.33565198,-2.33922846,original
96,192,True,False,False,0.06565673,0.19923942,0.25623569,0.08559487,0.01254203,0.60473198,0.61775841,0.13424377,0.29503214,0.36639291,0.12713949,0.02602413,0.86470985,0.21902885,0.07742076,0.2249034,0.27824587,0.09846245,0.01585077,0.65667731,0.54986476,0.68390611,0.76020619,0.82698616,0.34759778,-2.80942644,original
96,336,True,False,False,0.10320781,0.25630656,0.32125974,0.10996301,0.01926777,0.79280549,0.29981861,0.33173743,0.49842992,0.57596654,0.22306649,0.07141407,1.42137146,-1.20622052,0.26106104,0.43850842,0.51094133,0.19590706,0.05554502,1.26090217,-0.74642978,0.77173339,0.81172538,0.87848358,0.3712093,-3.7218831,original
96,720,True,False,False,0.18703561,0.34249792,0.43247613,0.14918464,0.03698887,1.17861986,-0.86735601,0.4431214,0.56565797,0.66567367,0.25298169,0.09403619,1.81414926,-3.50242813,0.21449342,0.39064077,0.46313435,0.17491588,0.04658157,1.26217222,-1.11219622,0.78819093,0.82719859,0.88780117,0.37858011,-4.90231882,original
120,1,True,False,False,0.00962279,0.07174504,0.0980958,0.03052454,0.00179852,0.22014852,0.95153462,0.00947376,0.07130987,0.09733326,0.03028495,0.00172817,0.21843722,0.95228517,0.00165049,0.03092649,0.04062627,0.01241531,0.00025061,0.09117428,0.99168725,0.16402679,0.35800727,0.4050022,0.16042564,0.1737797,original
120,12,True,False,False,0.01415677,0.08658919,0.11898224,0.0366758,0.0025796,0.26813614,0.92800716,0.01282547,0.08696341,0.11324961,0.03634878,0.00220805,0.25521719,0.93481613,0.0061914,0.05806188,0.07868544,0.02439425,0.00110885,0.17732403,0.9684896,0.02425327,0.13031294,0.1557346,0.0594855,0.87683726,original
120,24,True,False,False,0.01890316,0.10203534,0.13748878,0.04325246,0.00346964,0.31138229,0.90263612,0.01755462,0.0992274,0.13249385,0.04165092,0.00308075,0.30006987,0.90965955,0.01226765,0.08333787,0.11075944,0.03521699,0.00222313,0.25084615,0.93680353,0.4381433,0.60200577,0.66192394,0.2748855,-1.24663998,original
120,96,True,False,False,0.04650027,0.1625527,0.21563922,0.06970953,0.00883796,0.5005421,0.74422551,0.04260052,0.16199374,0.20639895,0.06904937,0.0077798,0.47909358,0.76724231,0.0462988,0.16507187,0.21517156,0.07084614,0.00890796,0.49945661,0.74564158,0.64724483,0.73896376,0.80451528,0.33812395,-2.49636155,original
120,192,True,False,False,0.06625296,0.19965486,0.25739652,0.0855971,0.01249185,0.6176306,0.6012146,0.16661592,0.32093942,0.40818614,0.13625602,0.03055717,0.97945482,0.00034288,0.10468108,0.25593343,0.32354456,0.11155767,0.02106554,0.77635485,0.36717146,0.71486429,0.77804694,0.84549647,0.35612121,-3.13250436,original
120,336,True,False,False,0.10428904,0.25918791,0.32293814,0.11159079,0.01967392,0.81348401,0.26347235,0.30044943,0.45294785,0.54813266,0.19934212,0.06110623,1.38075101,-1.11335321,0.20093203,0.37586728,0.44825441,0.16620865,0.04110601,1.12915695,-0.40670014,0.81790846,0.83934004,0.90438291,0.38376555,-4.20195802,original
120,720,True,False,False,0.19320492,0.34764799,0.43955082,0.15134007,0.03799459,1.22120655,-0.97815349,0.52853805,0.63650244,0.7270062,0.28585482,0.11349304,2.01984549,-4.41166031,0.4438138,0.58092892,0.66619354,0.26306909,0.0980442,1.85088909,-3.58389899,0.34324384,0.50705778,0.58587016,0.23560672,-1.66040353,original
144,1,True,False,False,0.01142792,0.08125477,0.10690146,0.03452599,0.00213675,0.24471186,0.94011611,0.01053728,0.07605849,0.10265125,0.03204438,0.00185683,0.23498255,0.9447832,0.00142622,0.02875191,0.03776533,0.0117512,0.00022736,0.08644992,0.99252641,0.16809693,0.36425806,0.40999626,0.16429163,0.11915249,original
144,12,True,False,False,0.02116571,0.10371543,0.1454844,0.04453366,0.00410253,0.33458927,0.88777961,0.014538,0.0905918,0.12057365,0.03787048,0.00251007,0.27729881,0.92305686,0.00609335,0.05752924,0.07805993,0.02419638,0.0010893,0.17952451,0.96769783,0.00754933,0.06544822,0.08688688,0.02753638,0.96006457,original
144,24,True,False,False,0.0141184,0.0890966,0.11882088,0.03825061,0.00264584,0.27447385,0.92445063,0.02131025,0.1102522,0.1459803,0.04651793,0.00378558,0.33721152,0.88609405,0.01046271,0.0755044,0.1022874,0.03201034,0.00191022,0.23628181,0.94392215,0.44835895,0.60954854,0.66959611,0.27897443,-1.39281339,original
144,96,True,False,False,0.03670347,0.14502659,0.1915815,0.06265701,0.00712206,0.45316029,0.79083591,0.04879733,0.17310341,0.22090118,0.07323004,0.00870465,0.52251202,0.72324141,0.07311534,0.21762262,0.2703985,0.09548644,0.01486454,0.63959122,0.58510418,0.67000567,0.75298008,0.81853874,0.34489985,-2.7538419,original
144,192,True,False,False,0.07646532,0.21731141,0.27652362,0.09405944,0.01489147,0.67662358,0.52161699,0.13976187,0.31465182,0.3738474,0.13799125,0.02840622,0.91476434,0.1530021,0.08891326,0.24093378,0.29818326,0.10540201,0.01784696,0.72962242,0.44399634,0.74405047,0.79565024,0.8625836,0.36438602,-3.4652783,original
144,336,True,False,False,0.11060601,0.26883906,0.33257481,0.11654009,0.02130913,0.85560721,0.18541549,0.3543593,0.52445817,0.59528089,0.23362392,0.07442736,1.53146458,-1.5378753,0.26235652,0.44300914,0.51220751,0.19609869,0.05370987,1.3177439,-0.89377575,0.76272655,0.810145,0.87334217,0.37090644,-4.0486796,original
144,720,True,False,False,0.19553182,0.35176697,0.44218978,0.15368733,0.03884602,1.25189865,-1.03713184,0.57046753,0.65222788,0.75529301,0.29353294,0.12273519,2.1383357,-5.12496508,0.6543504,0.73238593,0.80891925,0.32757831,0.13897853,2.29015899,-5.82439495,1.11357318,0.99504875,1.05525977,0.45485641,-7.92708875,original
168,1,True,False,False,0.0136961,0.08315822,0.11703036,0.03600974,0.00273095,0.27262262,0.92567692,0.01065579,0.07634975,0.10322687,0.03230563,0.0019047,0.24046735,0.94217546,0.00106161,0.02429146,0.03258239,0.0101871,0.00018531,0.0759008,0.99423907,0.17798959,0.3764682,0.42188813,0.17070985,0.03354776,original
168,12,True,False,False,0.01798969,0.10069315,0.13412564,0.04278347,0.00325205,0.3133308,0.90172956,0.01964393,0.10710038,0.14015681,0.04562003,0.00362658,0.3274202,0.89281025,0.00645696,0.06153747,0.08035523,0.02608101,0.00116839,0.1877178,0.9647274,0.01021086,0.08127212,0.10104879,0.03552979,0.94425626,original
168,24,True,False,False,0.02077609,0.10961108,0.14413914,0.04726018,0.00395109,0.33795899,0.88554225,0.02368467,0.11677863,0.15389824,0.0497303,0.0043135,0.36084089,0.86960405,0.01453841,0.09425575,0.12057535,0.04028931,0.00269628,0.2827096,0.91983602,0.45402713,0.6139632,0.67381535,0.28140064,-1.4960704,original
168,96,True,False,False,0.04133889,0.15906438,0.20331968,0.06810378,0.00776322,0.49000221,0.75546648,0.05201669,0.17936455,0.22807169,0.07693064,0.00965621,0.54965472,0.69316597,0.04181513,0.15768951,0.20448747,0.06843551,0.00830738,0.4928166,0.75195585,0.68176205,0.76046587,0.82568884,0.34864001,-2.96175577,original
168,192,True,False,False,0.06477305,0.20163368,0.25450549,0.08700445,0.01241686,0.63511324,0.57886344,0.16150695,0.31661722,0.40187928,0.13572744,0.03045792,1.00288153,-0.0558052,0.10982777,0.27264953,0.33140272,0.1195453,0.02210689,0.82700872,0.28833513,0.78928675,0.82111854,0.88841812,0.37628154,-3.920361,original
168,336,True,False,False,0.11640632,0.27698541,0.34118369,0.11981561,0.02216115,0.89268965,0.0979466,0.21981052,0.3803986,0.46883956,0.16631506,0.04373811,1.22669446,-0.68027789,0.23454711,0.41449878,0.48430064,0.18352376,0.048054,1.26714778,-0.76475674,0.82629476,0.84805107,0.90900757,0.3880013,-4.69983443,original
168,720,True,False,False,0.19460286,0.35002261,0.44113815,0.153586,0.03929378,1.26161027,-1.03600052,0.66851974,0.73635906,0.81763059,0.33042541,0.14277248,2.33834052,-5.92826597,0.55173308,0.65926284,0.74278736,0.29438311,0.11692693,2.12429643,-4.86778317,0.39224391,0.54838896,0.62629379,0.25559472,-2.24928211,original
192,1,True,False,False,0.0068196,0.06298561,0.08258085,0.02692585,0.00125988,0.19523528,0.96188318,0.00950031,0.07006314,0.09746955,0.02996274,0.00174365,0.2304347,0.94689984,0.00097577,0.02308357,0.03123734,0.00993902,0.0001865,0.07385043,0.99454611,0.19239208,0.39297918,0.43862521,0.1789271,-0.07533837,original
192,12,True,False,False,0.01746822,0.10263085,0.13216738,0.04400172,0.00333184,0.31372556,0.90145296,0.0166929,0.09719051,0.12920099,0.04098582,0.002959,0.30668426,0.90594718,0.00655926,0.0610504,0.08098925,0.02579431,0.00117351,0.1922441,0.96296683,0.02204759,0.1234672,0.14848432,0.05664358,0.87571363,original
192,24,True,False,False,0.01999336,0.10767227,0.14139786,0.0465386,0.00390718,0.33727416,0.88588679,0.04682602,0.17490906,0.21639322,0.07523827,0.00889256,0.51615936,0.73365906,0.01035653,0.07401601,0.10176706,0.03149905,0.00189025,0.24274337,0.94075549,0.43718904,0.60063319,0.66120272,0.27577488,-1.48748666,original
192,96,True,False,False,0.05673664,0.18490213,0.23819454,0.08049169,0.011306,0.58518732,0.65084672,0.05349101,0.18004373,0.23128124,0.07716193,0.00991272,0.56820297,0.6718276,0.0415782,0.15556711,0.20390733,0.06593203,0.00762055,0.50095177,0.74331647,0.69605102,0.76966667,0.83429672,0.35317187,-3.2011784,original
192,192,True,False,False,0.07217234,0.21222207,0.2686491,0.09187005,0.0139214,0.68374556,0.51023924,0.1644934,0.3422235,0.40557787,0.15024312,0.03315874,1.03224635,-0.08699768,0.09107479,0.24405697,0.30178601,0.10690905,0.01820265,0.7680831,0.38575486,0.76661261,0.81110218,0.87556417,0.37189983,-3.96604148,original
192,336,True,False,False,0.13660793,0.30260572,0.36960509,0.1315823,0.02638245,0.98979449,-0.08632819,0.2685886,0.44221151,0.51825535,0.19506153,0.05442489,1.38787651,-1.07908323,0.24577396,0.42724469,0.49575594,0.18824013,0.04950332,1.32762361,-0.98260552,0.77542478,0.82114074,0.88058207,0.37617216,-4.58797007,original
192,720,True,False,False,0.1929484,0.35095069,0.43925893,0.15435952,0.03919069,1.2796365,-1.05165095,0.53760928,0.63249588,0.73321843,0.28462985,0.11568257,2.13599086,-4.93993048,0.35619181,0.51501006,0.59681809,0.23172894,0.07693882,1.73863328,-2.85286707,0.4618486,0.60363904,0.67959444,0.28112891,-2.95233955,original
336,1,True,False,False,0.02092414,0.11319462,0.1446518,0.04935393,0.00415217,0.38622937,0.85082688,0.01232191,0.08256339,0.1110041,0.03562777,0.00229177,0.29638788,0.9121542,0.00284467,0.04244913,0.05333541,0.01733197,0.00044802,0.14240888,0.97971971,0.1654295,0.35959277,0.40673025,0.16662289,-0.17868986,original
336,12,True,False,False,0.04773533,0.17467192,0.21848418,0.07628454,0.00938665,0.58644813,0.65648322,0.02094866,0.11052832,0.1447365,0.04755725,0.00388884,0.38849702,0.84906086,0.00555231,0.05413022,0.07451383,0.02313898,0.00101549,0.2000076,0.95991051,0.00660671,0.06203812,0.08128167,0.02742824,0.95241399,original
336,24,True,False,False,0.03292239,0.13644993,0.18144529,0.05940736,0.00644679,0.48885217,0.76038897,0.0321948,0.13909236,0.17942908,0.05966091,0.00587384,0.48342007,0.76606147,0.01174339,0.08135001,0.10836694,0.03530742,0.00224681,0.29196355,0.9144613,0.4596226,0.61793973,0.67795472,0.28631817,-2.33592996,original
336,96,True,False,False,0.05211351,0.1789871,0.22828382,0.07805746,0.0101955,0.62939209,0.5988729,0.0731094,0.21907757,0.2703875,0.09567265,0.01419722,0.74547446,0.43718067,0.04281736,0.15687405,0.20692356,0.06874055,0.00860349,0.57050061,0.6677029,0.63697099,0.7402593,0.79810462,0.34134015,-3.84739624,original
336,192,True,False,False,0.0893016,0.24520451,0.29883373,0.10690311,0.0172509,0.86383069,0.20934564,0.15707128,0.31789097,0.39632219,0.13820343,0.03049853,1.14563799,-0.40377797,0.15818931,0.33462831,0.3977302,0.14808327,0.0322198,1.14970803,-0.40230033,0.84831467,0.86648466,0.92104,0.39784694,-6.10379946,original
336,336,True,False,False,0.10362345,0.26232713,0.32190597,0.11464304,0.02012187,0.97951913,-0.0490799,0.39238885,0.52756035,0.62640947,0.23237209,0.07950545,1.9060849,-3.08373842,0.38669479,0.53441215,0.62184787,0.24175785,0.0840137,1.89220452,-2.99159245,0.79667032,0.84387432,0.8925639,0.38738457,-6.37711648,original
336,720,True,False,False,0.18528417,0.34706202,0.43044648,0.15341677,0.03779288,1.37759578,-1.20081304,0.77929252,0.75912046,0.88277549,0.34394589,0.17074993,2.82522392,-8.66861825,0.49783036,0.63575143,0.70557094,0.29047275,0.11100418,2.25810075,-5.02245755,0.99139495,0.94448763,0.99568818,0.43535593,-9.15605564,original
504,1,True,False,False,0.02644745,0.13197204,0.16262673,0.05790676,0.00510832,0.51763028,0.73205885,0.01021857,0.07358855,0.10108694,0.03194815,0.00189592,0.32175314,0.89647489,0.00208818,0.0353223,0.04569663,0.01479773,0.00035168,0.1454494,0.97884447,0.00138747,0.02823181,0.03724876,0.01247734,0.98598535,original
504,12,True,False,False,0.04198908,0.16304936,0.20491238,0.07218895,0.0084503,0.65743953,0.56722001,0.02588115,0.12420703,0.1608762,0.05446355,0.00501833,0.51615417,0.73356935,0.00669478,0.06119284,0.08182161,0.02659724,0.00126132,0.2625159,0.93078395,0.03265818,0.14981897,0.18071573,0.07144356,0.66481375,original
