lookback,future,pos,val,temp,mse_Auto,mae_Auto,rmse_Auto,mape_Auto,mspe_Auto,rse_Auto,R2_Auto,mse_Inf,mae_Inf,rmse_Inf,mape_Inf,mspe_Inf,rse_Inf,R2_Inf,mse_Tra,mae_Tra,rmse_Tra,mape_Tra,mspe,rse,R2_Tra,mse_LSTM,mae_LSTM,rmse_LSTM,mape_LSTM,R2_LSTM,data_type
72,12,False,False,True,0.26720151,0.32506809,0.51691538,0.04095596,0.00297922,0.11666625,0.98639285,19.66840553,2.9285028,4.43490744,0.26127839,0.11786846,1.00094533,-0.00186929,19.37002182,2.86827898,4.40113878,0.25282621,0.11502733,0.9933238,0.01338368,27.316656,3.69310977,5.22653384,0.3584656,-0.36069459,reduced
72,24,False,False,True,0.50824404,0.45523438,0.71291238,0.054628,0.00541731,0.1605939,0.97423394,24.40084648,3.31449699,4.93972111,0.29961371,0.15050757,1.11274421,-0.2378988,26.71149254,3.55689764,5.16831636,0.33025202,0.17213948,1.16423857,-0.3554432,28.01195628,3.7870956,5.29263226,0.38124208,-0.40068633,reduced
72,96,False,False,True,0.89037478,0.64826554,0.94359672,0.08186832,0.0108201,0.21949686,0.95229007,31.98065758,3.98474479,5.65514421,0.38761097,0.22399855,1.31548405,-0.72739919,25.56872177,3.5213623,5.05655241,0.34419036,0.17655841,1.17624116,-0.38264343,47.12671715,5.45393438,6.86489018,0.62779382,-1.43128087,reduced
72,192,False,False,True,1.80194819,0.9349553,1.3423667,0.11746515,0.02087766,0.32626531,0.89729841,34.53317642,4.29665709,5.87649345,0.44140545,0.26883966,1.42829537,-1.03234747,36.82183838,4.47220325,6.06809998,0.4672401,0.29845849,1.47486567,-1.1791042,40.05382178,4.93344162,6.32880888,0.55679928,-1.20949563,reduced
72,336,False,False,True,3.47179508,1.28244197,1.86327541,0.1547984,0.03614129,0.46420524,0.79694982,38.85422134,4.73580074,6.23331547,0.50811988,0.32598448,1.55293071,-1.41505713,32.97776031,4.29718256,5.74262667,0.45432469,0.26927099,1.43068337,-1.05855115,42.64392916,5.23906672,6.53023194,0.61837525,-1.64320063,reduced
72,720,False,False,True,6.41849566,1.78632832,2.53347492,0.22229572,0.07276531,0.70953429,0.50861254,37.6304512,4.72594976,6.13436651,0.53604782,0.35600224,1.71801305,-2.03455111,31.4954071,4.42634773,5.61207676,0.51331782,0.31205291,1.57173872,-1.57475735,42.61228923,5.48086165,6.52780892,0.69364525,-2.33827518,reduced
96,1,False,False,True,0.22119224,0.2756775,0.47031078,0.03465804,0.00231467,0.10558968,0.98885082,17.90304375,2.73900962,4.23119879,0.23519216,0.10239669,0.94994831,0.09759822,22.1714077,3.11208677,4.7086525,0.27352554,0.13172616,1.05714166,-0.1175484,20.63223619,3.11823538,4.54227214,0.29184361,-0.02885935,reduced
96,12,False,False,True,0.48992953,0.44509396,0.69994968,0.05203532,0.00470074,0.15703481,0.97534133,23.12336731,3.26689911,4.80867624,0.29657722,0.14210124,1.07883418,-0.16388506,25.52994156,3.43464661,5.05271626,0.31119382,0.15847646,1.13358498,-0.28501625,27.34132565,3.66917578,5.22889335,0.35094364,-0.36818528,reduced
96,24,False,False,True,0.68763989,0.56643248,0.82924056,0.07262512,0.00936377,0.18590243,0.96544894,25.05834579,3.4113543,5.00583124,0.3089461,0.15474993,1.12222695,-0.25930414,24.46596336,3.39878535,4.94630814,0.31110156,0.15308693,1.1088829,-0.22959485,28.65645269,3.86554285,5.35317221,0.39010178,-0.43958657,reduced
96,96,False,False,True,0.96042132,0.67226893,0.98001087,0.0837701,0.01138853,0.22542803,0.94953642,34.00719833,4.1617794,5.83156919,0.40866721,0.23901458,1.34141278,-0.79695976,30.64254951,3.92256618,5.5355711,0.38352081,0.21444359,1.27332556,-0.62078861,47.40337938,5.48407396,6.88501121,0.62879741,-1.45737267,reduced
96,192,False,False,True,1.817716,0.93170708,1.34822702,0.11526101,0.02032906,0.32279399,0.89931896,36.07180405,4.40485907,6.00598049,0.44965276,0.274353,1.43795848,-1.05998687,30.40014267,3.96172047,5.5136323,0.3964268,0.224354,1.32007992,-0.74395757,41.23444692,5.05820508,6.42140537,0.57418435,-1.28676523,reduced
96,336,False,False,True,3.73464251,1.3349328,1.9325223,0.16455044,0.04023033,0.51011866,0.75474628,35.55500031,4.52495337,5.96280146,0.50657219,0.32461247,1.57397211,-1.44415051,28.59684372,3.96411371,5.34760189,0.42427066,0.2453711,1.4115808,-1.00817506,43.01177381,5.28233183,6.55833621,0.62151412,-1.681904,reduced
96,720,False,False,True,5.98162794,1.74693942,2.44573665,0.22414319,0.07347135,0.71863288,0.49027764,30.41600418,4.23713684,5.51507044,0.48825526,0.30137438,1.62049794,-1.70726036,27.34081078,4.11788607,5.22884417,0.48548537,0.28609541,1.53639579,-1.47014712,44.92295854,5.68839683,6.70245914,0.72333162,-2.54025604,reduced
120,1,False,False,True,0.5614717,0.48894122,0.74931413,0.05741291,0.00568763,0.16773678,0.97186437,18.34350014,2.80888844,4.28293133,0.2411263,0.10488917,0.95875025,0.08079812,22.21631622,3.11718464,4.71341896,0.26799932,0.13035436,1.05511653,-0.11327074,20.63696798,3.13882134,4.54279297,0.29520084,-0.03412878,reduced
120,12,False,False,True,0.6509251,0.53363061,0.80679929,0.06362364,0.00686985,0.18640141,0.96526466,17.96260262,2.77519965,4.23823118,0.24918586,0.108885,0.97919309,0.04120625,20.37987518,2.98161745,4.51440763,0.26894587,0.12653229,1.04300034,-0.08783449,27.66947736,3.71019988,5.26017845,0.35480014,-0.39147149,reduced
120,24,False,False,True,0.67786509,0.5353893,0.82332563,0.0643147,0.00681649,0.18993743,0.96394157,23.43613243,3.29084826,4.84108782,0.30583343,0.15058693,1.11681676,-0.24703052,20.99077225,3.06637812,4.58156872,0.28279749,0.13371345,1.05694675,-0.11697229,28.85943391,3.88838934,5.37209772,0.39110718,-0.45702472,reduced
120,96,False,False,True,1.09038866,0.73121977,1.04421675,0.08905931,0.01226475,0.23843412,0.94339546,36.426651,4.36992979,6.0354495,0.42789313,0.25562155,1.37812102,-0.89754209,33.99240494,4.21600771,5.83030081,0.41658619,0.24215907,1.33127785,-0.77132747,47.46790162,5.50411395,6.88969532,0.62906335,-1.47317004,reduced
120,192,False,False,True,1.88741827,0.9707287,1.37383342,0.12046171,0.02184661,0.32462847,0.89723588,39.47430038,4.67526579,6.28285789,0.47748458,0.30087173,1.48460102,-1.19528258,32.99816132,4.23197603,5.74440241,0.42916083,0.24562836,1.3573674,-0.84311809,43.77434734,5.27314519,6.61621851,0.60337177,-1.44109625,reduced
120,336,False,False,True,3.85367703,1.34841967,1.9630785,0.16310333,0.03982534,0.50987577,0.7558934,36.95719147,4.61867714,6.07924271,0.50339627,0.32285306,1.57897854,-1.47027611,31.44379044,4.25229025,5.60747623,0.46227747,0.27211243,1.45644534,-1.12833113,43.19979929,5.30455039,6.57265542,0.6207642,-1.70997302,reduced
120,720,False,False,True,6.44350576,1.8104198,2.53840613,0.22859256,0.07734119,0.73686564,0.47089957,35.59081268,4.68683815,5.96580362,0.54491442,0.35765046,1.73179364,-2.10791672,30.33806801,4.34311485,5.50800037,0.50377351,0.31010723,1.59889948,-1.68980613,44.02271757,5.60356778,6.63496176,0.7017832,-2.49003733,reduced
144,1,False,False,True,0.49582732,0.46440625,0.70415008,0.05624468,0.0057438,0.16198084,0.97376221,18.90559387,2.88773322,4.34805632,0.25861633,0.11465521,1.00021541,-0.00043115,20.93879128,3.0159688,4.57589245,0.26615942,0.12692234,1.05262625,-0.10802209,20.2534404,3.13248545,4.50038225,0.29627039,-0.02016195,reduced
144,12,False,False,True,0.56890243,0.47403288,0.75425619,0.05720977,0.00580975,0.17317659,0.97000688,19.03520775,2.90063286,4.36293554,0.26011923,0.11535501,1.00172627,-0.00339844,21.07124138,3.05167866,4.59034204,0.27306423,0.12926412,1.05393875,-0.11070368,28.36974531,3.75257345,5.32632569,0.35551191,-0.43413732,reduced
144,24,False,False,True,0.5288927,0.47605494,0.7272501,0.05839793,0.00571057,0.16664869,0.97223371,24.49298286,3.39204288,4.94903851,0.31318396,0.15612763,1.13406754,-0.28573696,22.46388817,3.22077751,4.73960829,0.29652846,0.14147381,1.08607686,-0.17932789,31.18888104,4.13152926,5.58470062,0.42297983,-0.58273785,reduced
144,96,False,False,True,1.14156699,0.74756992,1.06844139,0.09413477,0.01345134,0.25483844,0.93606064,32.34187317,4.11732197,5.68699169,0.41629431,0.24195594,1.35642827,-0.83145115,29.11388969,3.85510993,5.39572906,0.38466045,0.21479771,1.28695798,-0.65419616,36.9779553,4.66928282,6.0809502,0.50359884,-0.93672523,reduced
144,192,False,False,True,1.97909021,0.98783064,1.40680146,0.12312371,0.02280644,0.35163265,0.88064428,34.64184952,4.41191578,5.88573265,0.46436474,0.2828435,1.47114992,-1.16131642,30.05004501,4.09935665,5.48179197,0.43444991,0.24527732,1.3701843,-0.88057309,41.05782635,5.04771195,6.40763813,0.56441163,-1.30290237,reduced
144,336,False,False,True,4.16889429,1.41559613,2.04178715,0.16851655,0.04208712,0.52224195,0.74304942,39.59713364,4.86179781,6.29262543,0.53416651,0.34847781,1.60950828,-1.56090588,33.83371735,4.39274168,5.81667566,0.46921647,0.28616709,1.48777139,-1.20646818,43.81880434,5.36067098,6.61957735,0.62405845,-1.76566885,reduced
144,720,False,False,True,6.60918951,1.82972479,2.5708344,0.22443224,0.07467362,0.73730284,0.46959731,34.21533966,4.5828042,5.84938812,0.52180386,0.33085242,1.67757618,-1.9102993,29.77668571,4.34061766,5.45680189,0.50414282,0.29954803,1.56498444,-1.53597193,44.77265539,5.68117229,6.69123721,0.71047259,-2.57061841,reduced
168,1,False,False,True,0.41626993,0.38188475,0.64518982,0.045182,0.00396874,0.14728223,0.97830794,17.0631218,2.691818,4.13075304,0.23264095,0.09857271,0.94295746,0.11083126,20.83656311,3.01331234,4.56470823,0.26227385,0.12391317,1.04201961,-0.08580494,20.809161,3.17234164,4.56170593,0.29729463,-0.05330587,reduced
168,12,False,False,True,0.77963084,0.58841991,0.88296705,0.06988125,0.00848269,0.20119947,0.9595159,19.31298065,2.91732645,4.3946538,0.25708926,0.11405397,1.00139856,-0.0027499,22.20952415,3.1800108,4.71269798,0.28548995,0.1350566,1.07387066,-0.15318253,27.74077115,3.71228161,5.26695084,0.34918811,-0.40897036,reduced
168,24,False,False,True,0.50944757,0.48046851,0.71375597,0.05818987,0.00550491,0.16234426,0.97365529,25.13575935,3.44905233,5.01355743,0.31454837,0.15700366,1.14033699,-0.3000475,23.46188164,3.29773045,4.84374666,0.29819295,0.14529239,1.10171342,-0.21359267,29.81359668,3.98055424,5.46018284,0.39788248,-0.52019175,reduced
168,96,False,False,True,1.50747967,0.86711287,1.22779465,0.10905894,0.01861972,0.28856215,0.91763302,35.17425919,4.32573414,5.93078899,0.43133995,0.257112,1.39388227,-0.93749809,30.2014389,3.96912098,5.49558353,0.39509985,0.21881956,1.2915982,-0.66774623,38.57460464,4.82364841,6.21084573,0.52406123,-1.03124567,reduced
168,192,False,False,True,2.17979884,1.02829921,1.4764142,0.12434732,0.02333711,0.36310342,0.87076421,36.91684341,4.57991552,6.07592344,0.47980145,0.2965602,1.49428844,-1.22087088,33.7264061,4.41977215,5.8074441,0.47137848,0.27806026,1.42825973,-1.04112233,42.32697456,5.17655835,6.50591843,0.5817086,-1.38844205,reduced
168,336,False,False,True,4.24358082,1.44438922,2.05999541,0.17179859,0.04348931,0.51949811,0.74499807,40.21057129,4.87258339,6.3411808,0.52098018,0.33899617,1.59914505,-1.53111309,37.29355621,4.70525646,6.1068449,0.50261319,0.31258619,1.54004943,-1.38558557,44.16592922,5.39766565,6.6457452,0.62566264,-1.80493228,reduced
168,720,False,False,True,7.02500486,1.90025628,2.65047264,0.23181129,0.07825401,0.7511909,0.44950303,35.4929657,4.7114048,5.95759726,0.53328782,0.33927637,1.68848884,-1.95062668,35.10636139,4.83585358,5.92506218,0.56834775,0.36296505,1.67926764,-1.94598766,44.76205173,5.67412641,6.69044481,0.70302659,-2.59115331,reduced
192,1,False,False,True,0.54830426,0.42318264,0.74047571,0.04794132,0.00459142,0.16790166,0.97180903,18.40060425,2.82146311,4.28959274,0.24205521,0.10521492,0.9726581,0.0539362,23.60871506,3.27115583,4.85888004,0.28478369,0.1417751,1.10174322,-0.21383801,20.65980548,3.17987618,4.54530587,0.29865884,-0.0511954,reduced
192,12,False,False,True,1.03259206,0.67530525,1.01616538,0.0765693,0.00963792,0.23028789,0.9469676,19.83204842,2.9788084,4.4533186,0.26057735,0.11599238,1.00923073,-0.01855004,22.2271843,3.21791363,4.71457148,0.28784621,0.13447921,1.06843698,-0.14156205,28.39394811,3.79354327,5.3285972,0.36014958,-0.45003185,reduced
192,24,False,False,True,0.60462046,0.52862751,0.77757347,0.06412482,0.00660619,0.17611024,0.96899224,25.92880249,3.54973173,5.09203339,0.32397836,0.16207382,1.15327907,-0.32996939,25.33496094,3.50071836,5.0333848,0.31959778,0.15862818,1.13999581,-0.29953928,29.8439423,4.0175957,5.46296095,0.40424312,-0.53022171,reduced
192,96,False,False,True,1.56667686,0.91382354,1.25166965,0.11325082,0.01877446,0.29098862,0.91576673,36.08794022,4.40180969,6.00732374,0.43345588,0.25716317,1.39658475,-0.9479627,29.34370613,3.90983272,5.41698313,0.38579887,0.2058419,1.25934219,-0.58440914,48.73881335,5.64106048,6.98131888,0.6404665,-1.5809641,reduced
192,192,False,False,True,2.13944316,1.02955878,1.46268356,0.12530391,0.02337325,0.35442922,0.87799839,39.51137924,4.73750639,6.28580761,0.48921016,0.31012985,1.5231415,-1.30434698,34.83278275,4.4517622,5.90193033,0.45949635,0.27108398,1.43012261,-1.04748836,41.52532906,5.11968682,6.44401498,0.56960615,-1.35792258,reduced
192,336,False,False,True,4.00366306,1.38646102,2.00091553,0.16876042,0.04289506,0.53520775,0.73193908,34.50004578,4.56886482,5.87367392,0.50866276,0.31283417,1.5710988,-1.46245908,28.74340057,4.10265207,5.36128712,0.44728929,0.25357458,1.43404484,-1.06779401,44.51755194,5.43548781,6.67214748,0.62737224,-1.84528342,reduced
192,720,False,False,True,6.18511105,1.79755628,2.48698831,0.22515404,0.07425429,0.73987895,0.46339643,35.87156296,4.83032465,5.98928738,0.57119304,0.37814254,1.78181279,-2.30233844,32.17974472,4.66358423,5.67271948,0.56451982,0.35786855,1.68763387,-1.97668549,44.24911214,5.63388302,6.65200061,0.69142389,-2.57190875,reduced
336,1,False,False,True,2.67891073,0.93680143,1.63673782,0.09084725,0.01781612,0.38534197,0.85151156,19.14712906,2.99998045,4.37574339,0.26631954,0.11616165,1.03019404,-0.06129981,22.53767204,3.28463411,4.74738598,0.29271364,0.13986555,1.11769092,-0.24923315,22.00626032,3.35860615,4.69108306,0.31335273,-0.16207234,reduced
336,12,False,False,True,1.11901772,0.72951829,1.05783629,0.08682409,0.01203195,0.24862571,0.93818511,20.88169289,3.17072153,4.56964922,0.28534821,0.12811066,1.07401514,-0.15346887,24.99819756,3.50592518,4.99981976,0.31913272,0.15682763,1.17511916,-0.38079695,31.80423194,4.1496498,5.63952409,0.39479363,-0.68598092,reduced
336,24,False,False,True,0.93725818,0.70525634,0.96812093,0.08741521,0.01179554,0.22715743,0.9484169,26.21222687,3.70577335,5.11978769,0.35031083,0.173498,1.20129395,-0.44272281,23.71608162,3.43380547,4.86991596,0.31317249,0.15078445,1.14266467,-0.30551433,30.82675217,4.13344284,5.55218445,0.40427769,-0.64110479,reduced
336,96,False,False,True,1.18790638,0.75875938,1.08991122,0.09248649,0.01410177,0.26646912,0.93016026,36.07669449,4.57080078,6.00638771,0.46667403,0.27636522,1.46848369,-1.14598554,34.28345108,4.47230148,5.85520697,0.45893833,0.26685601,1.43152213,-1.04742888,40.52472599,5.03237646,6.36590339,0.53040947,-1.22700378,reduced
336,192,False,False,True,2.26059127,1.05396092,1.50352633,0.1239876,0.02369236,0.385732,0.85553137,38.03145599,4.85344791,6.16696501,0.52129078,0.32304883,1.58214438,-1.48510426,36.77376556,4.78676462,6.06413746,0.51747417,0.3182531,1.55576396,-1.40711251,46.69081909,5.58933267,6.83306806,0.61557273,-1.74987568,reduced
336,336,False,False,True,3.7175312,1.41144812,1.9280901,0.18270457,0.05579937,0.50629759,0.74859149,40.60253143,5.10919428,6.37201166,0.55711168,0.35819006,1.67322803,-1.77986364,33.99364471,4.60469007,5.83040714,0.49095753,0.28923711,1.53100789,-1.34996428,47.08436829,5.68121936,6.86180503,0.63669754,-2.12912275,reduced
336,720,False,False,True,6.93768311,1.96053672,2.63394809,0.23230372,0.07602021,0.77515477,0.38646411,38.50220871,5.17944574,6.20501471,0.60026252,0.39563319,1.82609773,-2.49332191,38.05908585,5.18682814,6.16920471,0.60620511,0.40362987,1.81555891,-2.43823671,46.34875944,5.82978211,6.80799232,0.68915342,-2.89031367,reduced
504,1,False,False,True,3.23881578,1.14216173,1.79967105,0.10288713,0.02017179,0.4222222,0.82172842,24.17952538,3.56848669,4.91726828,0.31605455,0.14554745,1.15364397,-0.33089451,30.70616913,4.03685522,5.5413146,0.3551991,0.18827747,1.30005205,-0.69013557,22.66166456,3.49471701,4.76042693,0.32205595,-0.24734809,reduced
504,12,False,False,True,1.87400997,0.89220816,1.36894488,0.08667339,0.01201843,0.33106333,0.89038915,21.89541626,3.34913874,4.67925358,0.30337718,0.13619737,1.13162291,-0.2805194,27.57251167,3.89650464,5.2509532,0.36846191,0.18271373,1.26988173,-0.61263709,31.1475936,4.16319861,5.58100292,0.38392538,-0.72067469,reduced
504,24,False,False,True,1.34977734,0.80029148,1.16179919,0.08670277,0.01184949,0.28062448,0.92127059,26.73049736,3.8293612,5.17015457,0.36010352,0.17595486,1.2488147,-0.55920825,30.29372787,4.18407869,5.50397396,0.40501958,0.2087962,1.32944643,-0.76737216,38.35998789,4.83616068,6.19354405,0.4751341,-1.12740928,reduced
504,96,False,False,True,3.23478055,1.26456606,1.79854953,0.13521694,0.02807871,0.43050116,0.81530655,43.71452332,5.27189922,6.61169577,0.53297138,0.32796013,1.58257675,-1.50184757,34.93550491,4.5478611,5.91062641,0.43518433,0.23877242,1.4147687,-1.00244214,44.09711059,5.37759215,6.64056553,0.5537729,-1.52479973,reduced
504,192,False,False,True,2.8392272,1.24462008,1.68500066,0.1517995,0.03600537,0.41822433,0.8273291,39.71237564,5.02577257,6.30177546,0.50783217,0.30116805,1.56412745,-1.44271896,40.3959198,5.07128143,6.35577869,0.51103199,0.30632547,1.57753122,-1.4914772,50.11018785,5.91654037,7.07885498,0.63359446,-2.08306845,reduced
504,336,False,False,True,4.90138912,1.59370601,2.2139082,0.18482466,0.05190282,0.60610604,0.64669912,,,,,,,,42.31882858,5.38935852,6.50529242,0.58437693,0.38160899,1.78096688,-2.19007111,50.46267146,6.01094068,7.10370829,0.65609155,-2.50291052,reduced
504,720,False,False,True,6.1014514,1.84306598,2.47011161,0.21186233,0.06518777,0.7577312,0.37156425,,,,,,,,,,,,,,,50.26999774,6.18951243,7.09013383,0.70637673,-3.44163681,reduced
672,1,False,False,True,4.20049953,1.37763798,2.04951191,0.14327545,0.03242084,0.49427217,0.75569499,,,,,,,,34.03850937,4.48480654,5.83425331,0.408492,0.21771507,1.40702212,-0.97971161,24.78846052,3.77370225,4.97880111,0.34433769,-0.42973496,reduced
672,12,False,False,True,3.2665813,1.25104463,1.80736864,0.11667985,0.02177617,0.43568328,0.81017616,,,,,,,,30.89799881,4.21103477,5.55859661,0.37802067,0.1922404,1.33995247,-0.79547134,33.72084149,4.49956762,5.80696491,0.4162761,-0.95064606,reduced
672,24,False,False,True,2.32816768,1.12022483,1.52583349,0.11204648,0.01759482,0.36763951,0.8648213,,,,,,,,33.80277252,4.51547003,5.81401539,0.41704181,0.21795604,1.40084875,-0.9624235,34.07273285,4.55080805,5.83718535,0.42573923,-0.97736766,reduced
672,96,False,False,True,2.82936072,1.25370455,1.68207037,0.1516369,0.03825314,0.41517079,0.82801569,,,,,,,,35.23285294,4.63575411,5.93572664,0.43363503,0.23757714,1.46506369,-1.14791694,57.37251016,6.47972556,7.57446435,0.6778579,-2.42736835,reduced
672,192,False,False,True,5.98861456,1.77343667,2.44716454,0.18347347,0.04824544,0.62997961,0.60870045,,,,,,,,39.97999191,5.09043503,6.32297325,0.49593621,0.29664966,1.62773848,-1.65219914,54.47512179,6.30104248,7.38072637,0.65702079,-2.48561096,reduced
672,336,False,False,True,3.51586461,1.41332614,1.8750639,0.16157006,0.03776697,0.53682512,0.71408557,,,,,,,,40.32706833,5.31820965,6.35035992,0.55621082,0.35316488,1.81808889,-2.35726506,54.07485435,6.3528162,7.35356066,0.67411313,-2.92888812,reduced
672,720,False,False,True,4.38947582,1.67604589,2.09510756,0.224654,0.08801869,0.67826086,0.47522665,,,,,,,,,,,,,,,58.8678818,6.88540398,7.67254077,0.76246607,-4.59735391,reduced
720,1,False,False,True,4.3373661,1.50552428,2.08263445,0.14947686,0.03169836,0.5141446,0.73565534,,,,,,,,31.16797256,4.2606411,5.58282852,0.38722563,0.20031269,1.37824523,-0.89955994,25.06102179,3.81691936,5.00609846,0.34600971,-0.46024661,reduced
720,12,False,False,True,2.92718363,1.13183022,1.71090138,0.10554948,0.01727981,0.42157161,0.82227967,,,,,,,,29.06252861,4.06181622,5.39096737,0.36363947,0.18284968,1.32835174,-0.76432586,34.40071608,4.59269459,5.86521236,0.42434427,-1.01042337,reduced
720,24,False,False,True,5.28506041,1.59274912,2.29892588,0.14441884,0.03261969,0.56536764,0.68039663,,,,,,,,33.54212189,4.4726367,5.79155588,0.40994984,0.21838868,1.42429936,-1.02837341,36.31317048,4.75310024,6.02604103,0.44445021,-1.12882455,reduced
720,96,False,False,True,3.38215566,1.38807595,1.83906376,0.17018691,0.05029574,0.47121418,0.77889017,,,,,,,,34.76638412,4.6418314,5.8963027,0.43964449,0.24602588,1.51078033,-1.27891396,44.2283154,5.43632315,6.65043723,0.52930363,-1.66678442,reduced
720,192,False,False,True,5.01538229,1.66895199,2.23950481,0.17962575,0.04391591,0.60368991,0.64157388,,,,,,,,34.71422577,4.74460745,5.89187813,0.46424723,0.26467994,1.58823824,-1.52519139,51.19102535,6.04089553,7.15479038,0.61200871,-2.3115069,reduced
720,336,False,False,True,4.43227577,1.58726656,2.10529709,0.1897966,0.05582603,0.58291543,0.66583338,,,,,,,,,,,,,,,55.4961919,6.47547763,7.44957663,0.68120799,-3.09436454,reduced
720,720,False,False,True,5.15323925,1.76930976,2.27007461,0.20739071,0.06371277,0.72099721,0.39397231,,,,,,,,,,,,,,,58.93668477,6.90915395,7.67702317,0.7537201,-4.75283013,reduced
6,1,False,True,False,0.01905282,0.0834408,0.13803197,0.01102003,0.00024564,0.03069418,0.99905787,22.0797863,3.08322144,4.6989131,0.27240661,0.13233197,1.04489791,-0.09181144,19.81580544,2.8521986,4.45149469,0.2442949,0.11461132,0.98987943,0.02013872,22.71725917,3.26342594,4.7662626,0.30418733,-0.1141709,reduced
6,12,False,True,False,0.10292834,0.19325802,0.32082447,0.02482965,0.0012256,0.07129599,0.99491916,20.2785244,2.9224062,4.50316811,0.25540373,0.1185528,1.00072742,-0.00144594,19.00483894,2.81188154,4.35945415,0.24512476,0.11020073,0.96879017,0.06146118,30.2251693,3.95064699,5.4977422,0.39707129,-0.4877434,reduced
6,24,False,True,False,0.17974448,0.25583461,0.42396283,0.0341051,0.00236084,0.09769093,0.99049874,22.59972763,3.11023402,4.75391722,0.28503463,0.14351441,1.09541357,-0.19950159,17.95680428,2.78199315,4.23754692,0.25878492,0.11343336,0.97642976,0.04682451,36.21624823,4.49454182,6.0179937,0.47761096,-0.78943637,reduced
6,96,False,True,False,0.73573595,0.55110019,0.85775054,0.06942063,0.00871299,0.19505851,0.96229887,33.2826004,4.03781652,5.76910734,0.39081293,0.22948806,1.31193566,-0.71862695,28.59786224,3.80185318,5.34769678,0.38087481,0.20296262,1.21610391,-0.47826727,40.52538905,4.88667086,6.36595547,0.54471183,-1.06461054,reduced
6,192,False,True,False,1.37965715,0.79004782,1.17458808,0.0990746,0.01595469,0.2773602,0.92564868,35.24110413,4.2895689,5.93642187,0.43532661,0.26593375,1.4017911,-0.95661431,44.08586121,4.85290241,6.63971853,0.50484091,0.34924728,1.56786358,-1.457698,42.26388754,5.04681375,6.50106818,0.57399499,-1.29958871,reduced
6,336,False,True,False,2.8952539,1.14405978,1.70154452,0.14309272,0.03186925,0.44174674,0.81775639,33.91946411,4.33180809,5.82404184,0.47612545,0.29890943,1.51200962,-1.27058181,28.29171944,3.92422199,5.31899595,0.42900279,0.24703585,1.38089204,-0.89910387,42.58745289,5.21056669,6.52590629,0.62250737,-1.5977062,reduced
6,720,False,True,False,5.70902586,1.66960585,2.38935685,0.21800825,0.07137986,0.69143403,0.53626964,30.99669266,4.25356627,5.56746721,0.49805516,0.31115362,1.6111182,-1.68189689,28.48931885,4.11467171,5.33753872,0.4859153,0.29778999,1.54458141,-1.46422747,42.35727723,5.43351554,6.50824686,0.69699783,-2.26485984,reduced
12,1,False,True,False,0.02156365,0.09058736,0.14684568,0.01247286,0.00029429,0.03263251,0.99893512,17.97305489,2.67187119,4.23946381,0.22519666,0.10069963,0.94210714,0.11243423,20.76560974,2.93838501,4.55693007,0.25221077,0.12086127,1.0126555,-0.02547099,22.30022835,3.24987702,4.72231176,0.30796756,-0.09507607,reduced
12,12,False,True,False,0.1203433,0.20889415,0.34690532,0.02657854,0.00136847,0.07702513,0.99406989,19.87464333,2.90805221,4.45809841,0.25466383,0.11638836,0.98985404,0.02020332,18.80179977,2.79494381,4.33610439,0.242796,0.10844261,0.962767,0.07306776,24.92671737,3.45528276,4.99266636,0.33150226,-0.22830085,reduced
12,24,False,True,False,0.18866713,0.2629185,0.4343583,0.03481975,0.00239111,0.09977035,0.9900829,22.38758278,3.09730816,4.73155165,0.28342825,0.14108486,1.08681846,-0.18078374,18.30073929,2.80660605,4.27793646,0.25986162,0.11545803,0.98262477,0.03461275,27.07595306,3.71479464,5.20345588,0.37804118,-0.33925669,reduced
12,96,False,True,False,0.77937335,0.57266933,0.88282126,0.07178693,0.00916386,0.20035666,0.96018625,34.75023651,4.18673801,5.89493322,0.41336352,0.24489175,1.3378576,-0.78692359,26.31412125,3.60941005,5.12972927,0.35402051,0.1806839,1.16419411,-0.35541661,44.31974373,5.18576481,6.65730754,0.58955644,-1.26036707,reduced
12,192,False,True,False,1.42548823,0.81146097,1.19393814,0.10250553,0.01688259,0.28097349,0.92355898,37.54728699,4.45163345,6.12758398,0.45451146,0.28602698,1.44202507,-1.06804538,41.14213943,4.65417719,6.41421366,0.47767362,0.31728935,1.50947857,-1.27128645,42.65824409,5.06080066,6.5313279,0.57273794,-1.32381423,reduced
12,336,False,True,False,2.8581512,1.13364911,1.69060671,0.13960205,0.03040238,0.43713889,0.82129113,33.60910416,4.30921459,5.7973361,0.47146159,0.29280794,1.49901271,-1.23021803,29.89974976,4.09275246,5.46806622,0.4537687,0.26543561,1.41387379,-1.00035501,42.82127642,5.22296104,6.54379679,0.62249227,-1.61566158,reduced
12,720,False,True,False,5.83040428,1.68070412,2.41462302,0.21747848,0.07142002,0.69665003,0.52994954,32.06138229,4.36964417,5.66227722,0.51316017,0.32483327,1.63364041,-1.76229351,30.31987381,4.30010414,5.50634861,0.51214767,0.32001048,1.58865297,-1.62547049,42.14101613,5.4095626,6.49161121,0.69100811,-2.25298153,reduced
24,1,False,True,False,0.08024428,0.15852183,0.2832742,0.01895557,0.00090364,0.06283898,0.99605126,18.67385101,2.74464321,4.3213253,0.23164783,0.10481871,0.95860356,0.08107929,19.75271034,2.84707475,4.44440222,0.2407421,0.11284473,0.98590583,0.02798977,18.79779439,2.96074845,4.33564233,0.28094712,0.07498008,reduced
