model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse
Transformer,72,720,FALSE,TRUE,TRUE,0.36524415,1.14077406,0.51794058,1.00871574,0.60435432,1.06807025,0.23215567,0.45961675,-2.588129,-7.24144478,0.07852648,1.61423302
Transformer,96,1,FALSE,TRUE,TRUE,0.00176038,0.20125283,0.03135358,0.4031057,0.04195694,0.44861211,0.01245151,0.18117948,0.99148624,0.02667938,0.0002564,0.09227004
Transformer,96,12,FALSE,TRUE,TRUE,0.00622375,0.01904821,0.05741663,0.11495414,0.07889077,0.13801525,0.02404567,0.05176993,0.9695509,0.90697179,0.00111061,0.17427643
Transformer,96,24,FALSE,TRUE,TRUE,0.01271932,0.45328253,0.08472825,0.61332351,0.11277995,0.6732626,0.03642815,0.27950292,0.93699207,-1.23562587,0.00244425,0.25042716
Transformer,96,96,FALSE,TRUE,TRUE,0.06073182,0.64075285,0.19177695,0.7344479,0.24643826,0.8004704,0.08281602,0.33565198,0.6768606,-2.33922846,0.01196798,0.5625788
Transformer,96,192,FALSE,TRUE,TRUE,0.07742076,0.68390611,0.2249034,0.76020619,0.27824587,0.82698616,0.09846245,0.34759778,0.54986477,-2.80942644,0.01585077,0.65667731
Transformer,96,336,FALSE,TRUE,TRUE,0.26106104,0.77173339,0.43850842,0.81172538,0.51094133,0.87848358,0.19590706,0.3712093,-0.74642988,-3.7218831,0.05554502,1.26090217
Transformer,96,720,FALSE,TRUE,TRUE,0.21449335,0.78819093,0.39064074,0.82719859,0.46313426,0.88780117,0.17491582,0.37858011,-1.11219464,-4.90231882,0.04658157,1.26217198
Transformer,120,1,FALSE,TRUE,TRUE,0.00165218,0.16402679,0.03095881,0.35800727,0.04064706,0.4050022,0.01242946,0.16042564,0.99167874,0.1737797,0.00025096,0.09122094
Transformer,120,12,FALSE,TRUE,TRUE,0.00619141,0.02425327,0.05806196,0.13031294,0.07868551,0.1557346,0.02439429,0.0594855,0.96848954,0.87683726,0.00110885,0.17732419
Transformer,120,24,FALSE,TRUE,TRUE,0.01226546,0.4381433,0.08332685,0.60200577,0.11074953,0.66192394,0.03521202,0.2748855,0.93681481,-1.24663998,0.00222269,0.25082371
Transformer,120,96,FALSE,TRUE,TRUE,0.04629821,0.64724483,0.16507077,0.73896376,0.21517017,0.80451528,0.07084558,0.33812395,0.74564478,-2.49636155,0.00890781,0.4994534
Transformer,120,192,FALSE,TRUE,TRUE,0.10467956,0.71486429,0.25593168,0.77804694,0.32354221,0.84549647,0.11155684,0.35612121,0.36718076,-3.13250436,0.02106521,0.77634913
Transformer,120,336,FALSE,TRUE,TRUE,0.20093204,0.81790846,0.37586728,0.83934004,0.44825444,0.90438291,0.16620865,0.38376555,-0.40670023,-4.20195802,0.04110602,1.12915695
Transformer,120,720,FALSE,TRUE,TRUE,0.44381404,0.34324384,0.58092934,0.50705778,0.66619372,0.58587016,0.26306915,0.23560672,-3.58390204,-1.66040353,0.09804427,1.85088968
Transformer,144,1,FALSE,TRUE,TRUE,0.00143018,0.16809693,0.02880093,0.36425806,0.03781768,0.40999626,0.01176962,0.16429163,0.99250568,0.11915249,0.0002279,0.08656976
Transformer,144,12,FALSE,TRUE,TRUE,0.00609336,0.00754933,0.05752929,0.06544822,0.07805999,0.08688688,0.02419639,0.02753638,0.96769779,0.96006457,0.0010893,0.17952463
Transformer,144,24,FALSE,TRUE,TRUE,0.01046271,0.44835895,0.07550436,0.60954854,0.10228737,0.66959611,0.03201033,0.27897443,0.94392219,-1.39281339,0.00191022,0.23628174
Transformer,144,96,FALSE,TRUE,TRUE,0.07311534,0.67000567,0.21762262,0.75298008,0.2703985,0.81853874,0.09548644,0.34489985,0.58510414,-2.7538419,0.01486454,0.63959128
Transformer,144,192,FALSE,TRUE,TRUE,0.08891325,0.74405047,0.24093378,0.79565024,0.29818326,0.8625836,0.10540199,0.36438602,0.44399641,-3.4652783,0.01784695,0.72962236
Transformer,144,336,FALSE,TRUE,TRUE,0.26235652,0.76272655,0.44300917,0.810145,0.51220751,0.87334217,0.1960987,0.37090644,-0.89377585,-4.0486796,0.05370987,1.3177439
Transformer,144,720,FALSE,TRUE,TRUE,0.65435028,1.11357318,0.73238587,0.99504875,0.80891919,1.05525977,0.32757831,0.45485641,-5.82439497,-7.92708875,0.13897853,2.29015875
Transformer,168,1,FALSE,TRUE,TRUE,0.00106164,0.17798959,0.02429167,0.3764682,0.03258276,0.42188813,0.01018713,0.17070985,0.99423894,0.03354776,0.00018531,0.07590166
Transformer,168,12,FALSE,TRUE,TRUE,0.00645745,0.01021086,0.06154087,0.08127212,0.08035826,0.10104879,0.02608246,0.03552979,0.96472475,0.94425626,0.00116848,0.18772487
Transformer,168,24,FALSE,TRUE,TRUE,0.01451418,0.45402713,0.09415491,0.6139632,0.12047481,0.67381535,0.0402462,0.28140064,0.91996937,-1.4960704,0.00269177,0.28247389
Transformer,168,96,FALSE,TRUE,TRUE,0.04181513,0.68176205,0.15768951,0.76046587,0.20448747,0.82568884,0.06843551,0.34864001,0.75195585,-2.96175577,0.00830738,0.4928166
Transformer,168,192,FALSE,TRUE,TRUE,0.10982788,0.78928675,0.27264979,0.82111854,0.3314029,0.88841812,0.11954539,0.37628154,0.28833445,-3.920361,0.02210691,0.82700908
Transformer,168,336,FALSE,TRUE,TRUE,0.23454711,0.82629476,0.41449884,0.84805107,0.48430064,0.90900757,0.18352377,0.3880013,-0.76475687,-4.69983443,0.048054,1.26714778
Transformer,168,720,FALSE,TRUE,TRUE,0.55173302,0.39224391,0.65926284,0.54838896,0.7427873,0.62629379,0.29438308,0.25559472,-4.86778284,-2.24928211,0.11692692,2.12429643
Transformer,192,1,FALSE,TRUE,TRUE,0.0009416,0.19239208,0.02260378,0.39297918,0.03068553,0.43862521,0.00975637,0.1789271,0.9947371,-0.07533837,0.00018087,0.07254586
Transformer,192,12,FALSE,TRUE,TRUE,0.00655927,0.02204759,0.06105049,0.1234672,0.08098933,0.14848432,0.02579434,0.05664358,0.96296676,0.87571363,0.00117351,0.19224429
Transformer,192,24,FALSE,TRUE,TRUE,0.01035653,0.43718904,0.074016,0.60063319,0.10176706,0.66120272,0.03149904,0.27577488,0.94075549,-1.48748666,0.00189025,0.24274337
Transformer,192,96,FALSE,TRUE,TRUE,0.0415782,0.69605102,0.15556714,0.76966667,0.20390734,0.83429672,0.06593203,0.35317187,0.74331639,-3.2011784,0.00762056,0.50095183
Transformer,192,192,FALSE,TRUE,TRUE,0.09107479,0.76661261,0.24405697,0.81110218,0.30178601,0.87556417,0.10690905,0.37189983,0.38575482,-3.96604148,0.01820265,0.7680831
Transformer,192,336,FALSE,TRUE,TRUE,0.24577396,0.77542478,0.4272446,0.82114074,0.49575594,0.88058207,0.18824013,0.37617216,-0.9826054,-4.58797007,0.04950332,1.32762361
Transformer,192,720,FALSE,TRUE,TRUE,0.35619178,0.4618486,0.51501006,0.60363904,0.59681803,0.67959444,0.23172891,0.28112891,-2.85286683,-2.95233955,0.07693881,1.73863316
Transformer,336,1,FALSE,TRUE,TRUE,0.00284774,0.1654295,0.04248622,0.35959277,0.05336418,0.40673025,0.01734548,0.16662289,0.97969782,-0.17868986,0.00044843,0.14248571
Transformer,336,12,FALSE,TRUE,TRUE,0.00555237,0.00660671,0.05413059,0.06203812,0.0745142,0.08128167,0.02313913,0.02742824,0.95991012,0.95241399,0.0010155,0.20000859
Transformer,336,24,FALSE,TRUE,TRUE,0.01174362,0.4596226,0.081351,0.61793973,0.10836799,0.67795472,0.03530785,0.28631817,0.91445965,-2.33592996,0.00224685,0.29196638
Transformer,336,96,FALSE,TRUE,TRUE,0.04281738,0.63697099,0.15687408,0.7402593,0.2069236,0.79810462,0.06874056,0.34134015,0.66770279,-3.84739624,0.00860349,0.57050067
Transformer,336,192,FALSE,TRUE,TRUE,0.15818931,0.84831467,0.33462834,0.86648466,0.3977302,0.92104,0.14808328,0.39784694,-0.40230045,-6.10379946,0.0322198,1.14970803
Transformer,336,336,FALSE,TRUE,TRUE,0.38670751,0.79667032,0.53442246,0.84387432,0.62185812,0.8925639,0.24176289,0.38738457,-2.99171944,-6.37711648,0.08401697,1.89223564
Transformer,336,720,FALSE,TRUE,TRUE,0.49783015,0.99139495,0.63575137,0.94448763,0.70557082,0.99568818,0.29047269,0.43535593,-5.02245637,-9.15605564,0.11100417,2.25810027
Transformer,504,1,FALSE,TRUE,TRUE,0.00203005,0.00138747,0.03449129,0.02823181,0.04505613,0.03724876,0.0143981,0.01247734,0.97943336,0.98598535,0.00033789,0.14341073
Transformer,504,12,FALSE,TRUE,TRUE,0.00669477,0.03265818,0.0611928,0.14981897,0.08182157,0.18071573,0.02659723,0.07144356,0.93078402,0.66481375,0.00126132,0.26251578
Transformer,504,24,FALSE,TRUE,TRUE,0.01858535,0.48327413,0.10794114,0.63731573,0.13632809,0.69517921,0.04739951,0.29768869,0.80400093,-4.04268979,0.00360145,0.44100246
Transformer,504,96,FALSE,TRUE,TRUE,0.07185756,0.66039605,0.21462782,0.76200596,0.26806262,0.81264756,0.0968751,0.35323572,0.21781965,-6.13834404,0.01552561,0.88088602
Transformer,504,192,FALSE,TRUE,TRUE,0.16188341,0.8408512,0.34427655,0.87081415,0.40234739,0.91697939,0.15655363,0.40197091,-0.82536515,-8.3799814,0.03552224,1.34140205
Transformer,504,336,FALSE,TRUE,TRUE,0.34709832,0.72884835,0.52830523,0.80562941,0.58915049,0.85372616,0.24237967,0.3732293,-3.13046898,-7.39154204,0.07747338,1.99636424
Transformer,672,1,FALSE,TRUE,TRUE,0.00219701,0.20609197,0.03868264,0.40961405,0.04687231,0.45397353,0.01693606,0.19377409,0.97408094,-1.43135145,0.00041614,0.16099399
Transformer,672,12,FALSE,TRUE,TRUE,0.01174545,0.02242222,0.08830813,0.12520413,0.10837641,0.14974052,0.0386305,0.05983212,0.86078506,0.73486621,0.00224183,0.37305087
Transformer,672,24,FALSE,TRUE,TRUE,0.0215955,0.51198808,0.12208586,0.66505909,0.14695409,0.71553342,0.05437797,0.3115181,0.74316471,-5.06905236,0.00436147,0.50654179
Transformer,672,96,FALSE,TRUE,TRUE,0.13061813,0.74374393,0.31494042,0.81880233,0.3614113,0.86240589,0.14428727,0.38064956,-0.58692192,-7.99602207,0.02867547,1.25694859
Transformer,672,192,FALSE,TRUE,TRUE,0.21713875,0.88055931,0.41157025,0.8972857,0.46598148,0.93838122,0.19016398,0.416264,-1.71027514,-9.86225867,0.04899928,1.63659
Transformer,672,336,FALSE,TRUE,TRUE,0.84516704,0.82466357,0.84299201,0.86624363,0.91932964,0.90810989,0.39020625,0.40288435,-9.8098083,-9.35110958,0.19013268,3.24569583
Transformer,720,1,FALSE,TRUE,TRUE,0.00203452,0.00231349,0.03712265,0.03879273,0.04510561,0.04809874,0.01614913,0.01803612,0.97543805,0.97211154,0.00037897,0.15672252
Transformer,720,12,FALSE,TRUE,TRUE,0.01023141,0.00575089,0.08067294,0.05824097,0.10115042,0.07583461,0.03540733,0.02678387,0.87602967,0.93041619,0.00194934,0.35199451
Transformer,720,24,FALSE,TRUE,TRUE,0.02467761,0.52678437,0.13159429,0.67770494,0.1570911,0.72579913,0.05874467,0.31758726,0.69955477,-5.40415348,0.004972,0.54784578
Transformer,720,96,FALSE,TRUE,TRUE,0.11579406,0.77644947,0.29526371,0.83885029,0.34028527,0.8811637,0.13529415,0.39043347,-0.43829439,-8.6268003,0.02556564,1.19738972
Transformer,720,192,FALSE,TRUE,TRUE,0.15117893,0.90739084,0.32976317,0.91343496,0.38881734,0.95257065,0.15262227,0.42422912,-0.91913033,-10.43843476,0.03429858,1.37814164
Transformer,6,1,TRUE,FALSE,FALSE,0.00241553,0.00821274,0.03425147,0.07146617,0.04914809,0.09062414,0.0129242,0.0295617,0.99048005,0.96756802,0.00030907,0.09757026
Transformer,6,12,TRUE,FALSE,FALSE,0.0088314,0.01330631,0.07136754,0.0866018,0.09397555,0.11535299,0.02918423,0.03528769,0.96475408,0.94691665,0.00146715,0.1875632
Transformer,6,24,TRUE,FALSE,FALSE,0.01137175,0.10846459,0.07920057,0.29058859,0.10663839,0.32933962,0.03302936,0.12815917,0.95392736,0.56254196,0.00201651,0.21405329
Transformer,6,96,TRUE,FALSE,FALSE,0.03495127,0.54684619,0.14177193,0.68088987,0.18695258,0.7394905,0.05957239,0.30772866,0.8438719,-1.37825517,0.00644505,0.38902587
Transformer,6,192,TRUE,FALSE,FALSE,0.06491746,0.73836884,0.20191738,0.79063663,0.25478905,0.85928391,0.08672272,0.35940881,0.67627167,-2.49856825,0.01270301,0.55305016
Transformer,6,336,TRUE,FALSE,FALSE,0.18884185,0.60877303,0.36086085,0.71765504,0.43455938,0.78023909,0.15900356,0.32574397,-0.10468502,-2.18853436,0.03891528,0.99256593
Transformer,6,720,TRUE,FALSE,FALSE,0.42920962,0.79803805,0.56443852,0.83524094,0.65514094,0.89332975,0.25235778,0.37910322,-2.96793427,-4.17764338,0.09224711,1.66285682
Transformer,12,1,TRUE,FALSE,FALSE,0.00267877,0.13051149,0.03875553,0.3099002,0.05175682,0.36126374,0.01501139,0.13297003,0.98931775,0.478729,0.00036716,0.10335496
Transformer,12,12,TRUE,FALSE,FALSE,0.00611134,0.02475459,0.05561233,0.12993193,0.07817506,0.15733591,0.02296364,0.05685505,0.97531221,0.90014475,0.001039,0.15691638
Transformer,12,24,TRUE,FALSE,FALSE,0.01207991,0.52218193,0.08306345,0.66219442,0.10990863,0.72262156,0.03454143,0.29831083,0.95053171,-1.13014352,0.00211912,0.2219025
Transformer,12,96,TRUE,FALSE,FALSE,0.03837706,0.70754391,0.14938009,0.77316769,0.19590065,0.84115629,0.06332803,0.35087037,0.82623743,-2.11824596,0.00722599,0.41045836
Transformer,12,192,TRUE,FALSE,FALSE,0.10223002,0.84005547,0.26018733,0.84182564,0.31973431,0.9165454,0.11389805,0.38323533,0.48828029,-3.02597828,0.02106748,0.69817686
Transformer,12,336,TRUE,FALSE,FALSE,0.13563384,0.59496045,0.2995891,0.70571524,0.368285,0.77133679,0.13045818,0.31845915,0.2050359,-2.15056404,0.02678366,0.84606487
Transformer,12,720,TRUE,FALSE,FALSE,0.3616637,1.05419558,0.5132556,0.96276798,0.60138482,1.02674027,0.22847249,0.43843761,-2.3418404,-5.90882885,0.07636013,1.53490651
Transformer,24,1,TRUE,FALSE,FALSE,0.00203291,0.18696228,0.03147813,0.3787292,0.04508783,0.43239135,0.0120542,0.16568193,0.99170428,0.23621198,0.00027159,0.09108082
Transformer,24,12,TRUE,FALSE,FALSE,0.00566285,0.03149734,0.05298446,0.14663358,0.07525188,0.17747491,0.02172361,0.06635226,0.97658009,0.86997769,0.00094821,0.152835
Transformer,24,24,TRUE,FALSE,FALSE,0.01115618,0.53074296,0.07839449,0.66763104,0.10562281,0.72852108,0.03285826,0.30153866,0.95317087,-1.2169827,0.0019927,0.21582991
Transformer,24,96,TRUE,FALSE,FALSE,0.04285373,0.6555349,0.15736917,0.74373896,0.20701143,0.8096511,0.0674753,0.33782471,0.80016508,-1.96652888,0.00839657,0.43972299
Transformer,24,192,TRUE,FALSE,FALSE,0.10655917,0.79426294,0.26053715,0.81863647,0.32643402,0.89121431,0.11324032,0.37292537,0.44616717,-2.89382124,0.02162163,0.72129536
Transformer,24,336,TRUE,FALSE,FALSE,0.3309598,0.79271238,0.50435454,0.82046635,0.57529104,0.89034397,0.22176045,0.37410929,-0.96327547,-3.29016949,0.06766207,1.33684039
Transformer,24,720,TRUE,FALSE,FALSE,0.21805535,1.02724364,0.38820174,0.95063233,0.46696398,1.01353028,0.17266022,0.433397,-1.04292527,-5.86844729,0.04629195,1.20503128
Transformer,48,1,TRUE,FALSE,FALSE,0.00217288,0.18413771,0.033264,0.3790108,0.04661416,0.42911271,0.01324037,0.16730661,0.99068194,0.20987395,0.00032603,0.09653011
Transformer,48,12,TRUE,FALSE,FALSE,0.0057287,0.00956998,0.05377852,0.07130326,0.07568818,0.09782626,0.02216649,0.02889363,0.97504544,0.95841928,0.0009747,0.15772292
Transformer,48,24,TRUE,FALSE,FALSE,0.01178952,0.3929334,0.08134522,0.57353869,0.10857955,0.626844,0.03411271,0.25949348,0.94777995,-0.7303256,0.00211931,0.22780371
Transformer,48,96,TRUE,FALSE,FALSE,0.0374611,0.61886154,0.14723152,0.72161694,0.19354871,0.78667753,0.06259362,0.32856813,0.81655528,-1.94936142,0.00712643,0.42219827
Transformer,48,192,TRUE,FALSE,FALSE,0.11008728,0.74399344,0.2602469,0.79285466,0.33179402,0.86255055,0.11350739,0.36162912,0.4017696,-2.81522522,0.02221835,0.75045699
Transformer,48,336,TRUE,FALSE,FALSE,0.28953791,0.78214833,0.46529627,0.81753233,0.53808725,0.8843915,0.20293018,0.37279829,-0.78711826,-3.41761814,0.05720798,1.27874351
Transformer,48,720,TRUE,FALSE,FALSE,0.42592067,1.14633696,0.56076354,1.01093743,0.65262598,1.07067126,0.24977997,0.46018062,-3.14618171,-6.97304206,0.09039576,1.72101951
Transformer,72,1,TRUE,FALSE,FALSE,0.0022021,0.1910074,0.03503672,0.38929649,0.04692658,0.43704394,0.01374405,0.17340988,0.99001422,0.13319368,0.00030233,0.09992889
Transformer,72,12,TRUE,FALSE,FALSE,0.00513395,0.00783921,0.05150679,0.06665373,0.07165156,0.08853929,0.02145774,0.02796367,0.97625011,0.96387869,0.00089544,0.1537735
Transformer,72,24,TRUE,FALSE,FALSE,0.01051508,0.45748052,0.07476775,0.61706175,0.10254306,0.67637306,0.03142876,0.28035841,0.95037639,-1.14182649,0.00189964,0.22187364
Transformer,72,96,TRUE,FALSE,FALSE,0.03715245,0.67961479,0.14466256,0.75693319,0.19274972,0.82438753,0.06144924,0.34549568,0.80887992,-2.40066438,0.0070674,0.43104234
Transformer,72,192,TRUE,FALSE,FALSE,0.08535045,0.76056086,0.2333284,0.8023808,0.29214799,0.87210141,0.10138325,0.36637843,0.52086433,-3.07263299,0.01707613,0.67568201
Transformer,72,336,TRUE,FALSE,FALSE,0.18979704,0.69503172,0.36498719,0.7679693,0.43565702,0.83368562,0.16106762,0.3505437,-0.21045714,-3.0897492,0.03880726,1.05295289
Transformer,72,720,TRUE,FALSE,FALSE,0.36524415,1.14077406,0.51794058,1.00871574,0.60435432,1.06807025,0.23215568,0.45961675,-2.5881291,-7.24144478,0.07852648,1.61423302
Transformer,96,1,TRUE,FALSE,FALSE,0.00158684,0.20125283,0.0304282,0.4031057,0.03983513,0.44861211,0.01222389,0.18117948,0.99232556,0.02667938,0.00024092,0.08760386
Transformer,96,12,TRUE,FALSE,FALSE,0.00622377,0.01904821,0.05741671,0.11495414,0.07889085,0.13801525,0.02404571,0.05176993,0.96955084,0.90697179,0.00111061,0.17427659
Transformer,96,24,TRUE,FALSE,FALSE,0.01271932,0.45328253,0.08472827,0.61332351,0.11277997,0.6732626,0.03642816,0.27950292,0.93699206,-1.23562587,0.00244425,0.25042722
Transformer,96,96,TRUE,FALSE,FALSE,0.06073253,0.64075285,0.19177826,0.7344479,0.24643971,0.8004704,0.08281665,0.33565198,0.67685689,-2.33922846,0.01196813,0.56258208
Transformer,96,192,TRUE,FALSE,FALSE,0.07742076,0.68390611,0.2249034,0.76020619,0.27824587,0.82698616,0.09846245,0.34759778,0.54986476,-2.80942644,0.01585077,0.65667731
Transformer,96,336,TRUE,FALSE,FALSE,0.26106104,0.77173339,0.43850842,0.81172538,0.51094133,0.87848358,0.19590706,0.3712093,-0.74642978,-3.7218831,0.05554502,1.26090217
Transformer,96,720,TRUE,FALSE,FALSE,0.21449342,0.78819093,0.39064077,0.82719859,0.46313435,0.88780117,0.17491588,0.37858011,-1.11219622,-4.90231882,0.04658157,1.26217222
Transformer,120,1,TRUE,FALSE,FALSE,0.00165049,0.16402679,0.03092649,0.35800727,0.04062627,0.4050022,0.01241531,0.16042564,0.99168725,0.1737797,0.00025061,0.09117428
Transformer,120,12,TRUE,FALSE,FALSE,0.0061914,0.02425327,0.05806188,0.13031294,0.07868544,0.1557346,0.02439425,0.0594855,0.9684896,0.87683726,0.00110885,0.17732403
Transformer,120,24,TRUE,FALSE,FALSE,0.01226765,0.4381433,0.08333787,0.60200577,0.11075944,0.66192394,0.03521699,0.2748855,0.93680353,-1.24663998,0.00222313,0.25084615
Transformer,120,96,TRUE,FALSE,FALSE,0.0462988,0.64724483,0.16507187,0.73896376,0.21517156,0.80451528,0.07084614,0.33812395,0.74564158,-2.49636155,0.00890796,0.49945661
Transformer,120,192,TRUE,FALSE,FALSE,0.10468108,0.71486429,0.25593343,0.77804694,0.32354456,0.84549647,0.11155767,0.35612121,0.36717146,-3.13250436,0.02106554,0.77635485
Transformer,120,336,TRUE,FALSE,FALSE,0.20093203,0.81790846,0.37586728,0.83934004,0.44825441,0.90438291,0.16620865,0.38376555,-0.40670014,-4.20195802,0.04110601,1.12915695
Transformer,120,720,TRUE,FALSE,FALSE,0.4438138,0.34324384,0.58092892,0.50705778,0.66619354,0.58587016,0.26306909,0.23560672,-3.58389899,-1.66040353,0.0980442,1.85088909
Transformer,144,1,TRUE,FALSE,FALSE,0.00142622,0.16809693,0.02875191,0.36425806,0.03776533,0.40999626,0.0117512,0.16429163,0.99252641,0.11915249,0.00022736,0.08644992
Transformer,144,12,TRUE,FALSE,FALSE,0.00609335,0.00754933,0.05752924,0.06544822,0.07805993,0.08688688,0.02419638,0.02753638,0.96769783,0.96006457,0.0010893,0.17952451
Transformer,144,24,TRUE,FALSE,FALSE,0.01046271,0.44835895,0.0755044,0.60954854,0.1022874,0.66959611,0.03201034,0.27897443,0.94392215,-1.39281339,0.00191022,0.23628181
Transformer,144,96,TRUE,FALSE,FALSE,0.07311534,0.67000567,0.21762262,0.75298008,0.2703985,0.81853874,0.09548644,0.34489985,0.58510418,-2.7538419,0.01486454,0.63959122
Transformer,144,192,TRUE,FALSE,FALSE,0.08891326,0.74405047,0.24093378,0.79565024,0.29818326,0.8625836,0.10540201,0.36438602,0.44399634,-3.4652783,0.01784696,0.72962242
Transformer,144,336,TRUE,FALSE,FALSE,0.26235652,0.76272655,0.44300914,0.810145,0.51220751,0.87334217,0.19609869,0.37090644,-0.89377575,-4.0486796,0.05370987,1.3177439
Transformer,144,720,TRUE,FALSE,FALSE,0.6543504,1.11357318,0.73238593,0.99504875,0.80891925,1.05525977,0.32757831,0.45485641,-5.82439495,-7.92708875,0.13897853,2.29015899
Transformer,168,1,TRUE,FALSE,FALSE,0.00106161,0.17798959,0.02429146,0.3764682,0.03258239,0.42188813,0.0101871,0.17070985,0.99423907,0.03354776,0.00018531,0.0759008
Transformer,168,12,TRUE,FALSE,FALSE,0.00645696,0.01021086,0.06153747,0.08127212,0.08035523,0.10104879,0.02608101,0.03552979,0.9647274,0.94425626,0.00116839,0.1877178
Transformer,168,24,TRUE,FALSE,FALSE,0.01453841,0.45402713,0.09425575,0.6139632,0.12057535,0.67381535,0.04028931,0.28140064,0.91983602,-1.4960704,0.00269628,0.2827096
Transformer,168,96,TRUE,FALSE,FALSE,0.04181513,0.68176205,0.15768951,0.76046587,0.20448747,0.82568884,0.06843551,0.34864001,0.75195585,-2.96175577,0.00830738,0.4928166
Transformer,168,192,TRUE,FALSE,FALSE,0.10982777,0.78928675,0.27264953,0.82111854,0.33140272,0.88841812,0.1195453,0.37628154,0.28833513,-3.920361,0.02210689,0.82700872
Transformer,168,336,TRUE,FALSE,FALSE,0.23454711,0.82629476,0.41449878,0.84805107,0.48430064,0.90900757,0.18352376,0.3880013,-0.76475674,-4.69983443,0.048054,1.26714778
Transformer,168,720,TRUE,FALSE,FALSE,0.55173308,0.39224391,0.65926284,0.54838896,0.74278736,0.62629379,0.29438311,0.25559472,-4.86778317,-2.24928211,0.11692693,2.12429643
Transformer,192,1,TRUE,FALSE,FALSE,0.00097577,0.19239208,0.02308357,0.39297918,0.03123734,0.43862521,0.00993902,0.1789271,0.99454611,-0.07533837,0.0001865,0.07385043
Transformer,192,12,TRUE,FALSE,FALSE,0.00655926,0.02204759,0.0610504,0.1234672,0.08098925,0.14848432,0.02579431,0.05664358,0.96296683,0.87571363,0.00117351,0.1922441
Transformer,192,24,TRUE,FALSE,FALSE,0.01035653,0.43718904,0.07401601,0.60063319,0.10176706,0.66120272,0.03149905,0.27577488,0.94075549,-1.48748666,0.00189025,0.24274337
Transformer,192,96,TRUE,FALSE,FALSE,0.0415782,0.69605102,0.15556711,0.76966667,0.20390733,0.83429672,0.06593203,0.35317187,0.74331647,-3.2011784,0.00762055,0.50095177
Transformer,192,192,TRUE,FALSE,FALSE,0.09107479,0.76661261,0.24405697,0.81110218,0.30178601,0.87556417,0.10690905,0.37189983,0.38575486,-3.96604148,0.01820265,0.7680831
Transformer,192,336,TRUE,FALSE,FALSE,0.24577396,0.77542478,0.42724469,0.82114074,0.49575594,0.88058207,0.18824013,0.37617216,-0.98260552,-4.58797007,0.04950332,1.32762361
Transformer,192,720,TRUE,FALSE,FALSE,0.35619181,0.4618486,0.51501006,0.60363904,0.59681809,0.67959444,0.23172894,0.28112891,-2.85286707,-2.95233955,0.07693882,1.73863328
Transformer,336,1,TRUE,FALSE,FALSE,0.00284467,0.1654295,0.04244913,0.35959277,0.05333541,0.40673025,0.01733197,0.16662289,0.97971971,-0.17868986,0.00044802,0.14240888
Transformer,336,12,TRUE,FALSE,FALSE,0.00555231,0.00660671,0.05413022,0.06203812,0.07451383,0.08128167,0.02313898,0.02742824,0.95991051,0.95241399,0.00101549,0.2000076
Transformer,336,24,TRUE,FALSE,FALSE,0.01174339,0.4596226,0.08135001,0.61793973,0.10836694,0.67795472,0.03530742,0.28631817,0.9144613,-2.33592996,0.00224681,0.29196355
Transformer,336,96,TRUE,FALSE,FALSE,0.04281736,0.63697099,0.15687405,0.7402593,0.20692356,0.79810462,0.06874055,0.34134015,0.6677029,-3.84739624,0.00860349,0.57050061
Transformer,336,192,TRUE,FALSE,FALSE,0.15818931,0.84831467,0.33462831,0.86648466,0.3977302,0.92104,0.14808327,0.39784694,-0.40230033,-6.10379946,0.0322198,1.14970803
Transformer,336,336,TRUE,FALSE,FALSE,0.38669479,0.79667032,0.53441215,0.84387432,0.62184787,0.8925639,0.24175785,0.38738457,-2.99159245,-6.37711648,0.0840137,1.89220452
Transformer,336,720,TRUE,FALSE,FALSE,0.49783036,0.99139495,0.63575143,0.94448763,0.70557094,0.99568818,0.29047275,0.43535593,-5.02245755,-9.15605564,0.11100418,2.25810075
Transformer,504,1,TRUE,FALSE,FALSE,0.00208818,0.00138747,0.0353223,0.02823181,0.04569663,0.03724876,0.01479773,0.01247734,0.97884447,0.98598535,0.00035168,0.1454494
Transformer,504,12,TRUE,FALSE,FALSE,0.00669478,0.03265818,0.06119284,0.14981897,0.08182161,0.18071573,0.02659724,0.07144356,0.93078395,0.66481375,0.00126132,0.2625159
Transformer,504,24,TRUE,FALSE,FALSE,0.01858534,0.48327413,0.1079411,0.63731573,0.13632807,0.69517921,0.0473995,0.29768869,0.80400102,-4.04268979,0.00360145,0.44100237
Transformer,504,96,TRUE,FALSE,FALSE,0.07186206,0.66039605,0.21463543,0.76200596,0.268071,0.81264756,0.09687795,0.35323572,0.21776987,-6.13834404,0.0155265,0.88091362
Transformer,504,192,TRUE,FALSE,FALSE,0.1618834,0.8408512,0.34427655,0.87081415,0.40234736,0.91697939,0.15655363,0.40197091,-0.82536484,-8.3799814,0.03552223,1.34140205
Transformer,504,336,TRUE,FALSE,FALSE,0.34709817,0.72884835,0.52830505,0.80562941,0.58915037,0.85372616,0.24237964,0.3732293,-3.13046766,-7.39154204,0.07747333,1.99636364
