model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse,data_type
Informer,12,336,True,False,True,33.61196899,42.82127642,4.31007719,5.22296104,5.7975831,6.54379679,0.47170359,0.62249227,-1.23035668,-1.61566158,0.29293144,1.4990766,reduced
Informer,12,720,True,False,True,32.05775833,42.14101613,4.36934328,5.4095626,5.66195726,6.49161121,0.51310396,0.69100811,-1.76213556,-2.25298153,0.32476225,1.63354814,reduced
Informer,24,1,True,False,True,18.4686451,18.79779439,2.73882604,2.96074845,4.29751635,4.33564233,0.23174299,0.28094712,0.09117711,0.07498008,0.10444895,0.95332199,reduced
Informer,24,12,True,False,True,18.38485146,25.97762788,2.77244639,3.5395071,4.28775597,5.09682527,0.24964499,0.34089242,0.03593946,-0.28276844,0.11203679,0.98189306,reduced
Informer,24,24,True,False,True,23.32584,27.10831158,3.16503644,3.72924151,4.8296833,5.20656428,0.28738287,0.38088407,-0.21904259,-0.34365271,0.14573279,1.10419965,reduced
Informer,24,96,True,False,True,34.3531456,46.52951037,4.14180565,5.41526355,5.86115551,6.82125431,0.40326384,0.63295428,-0.75471497,-1.37826624,0.23765077,1.32556593,reduced
Informer,24,192,True,False,True,37.71376419,39.74212746,4.48159266,4.87580831,6.14115334,6.30413574,0.46078447,0.55199104,-1.04743684,-1.17018575,0.28911257,1.43595326,reduced
Informer,24,336,True,False,True,36.03065491,41.3917623,4.42506886,5.13101049,6.00255394,6.433643,0.47901642,0.61242426,-1.32923141,-1.53558639,0.31174323,1.53985083,reduced
Informer,24,720,True,False,True,34.98469925,43.23743662,4.49077463,5.52114734,5.91478634,6.57551797,0.51885492,0.71002537,-1.94475581,-2.34746603,0.34325075,1.69628525,reduced
Informer,48,1,True,False,True,16.19345284,20.22092579,2.53755593,3.06116697,4.02410889,4.49676837,0.21871197,0.28674473,0.15894034,0.00075798,0.09381213,0.9170931,reduced
Informer,48,12,True,False,True,18.89092636,28.89607347,2.84518623,3.80415091,4.34636927,5.37550681,0.25565422,0.37143161,0.02283077,-0.43288171,0.11450317,0.9885419,reduced
Informer,48,24,True,False,True,23.35825157,29.08427034,3.2063067,3.89125266,4.83303738,5.39298344,0.29076946,0.3965474,-0.20314434,-0.44772654,0.14484318,1.09700799,reduced
Informer,48,96,True,False,True,31.22039986,37.60669966,3.94754601,4.68752604,5.58752203,6.13243016,0.39523694,0.51706436,-0.73290306,-0.93093043,0.22848102,1.31918287,reduced
Informer,48,192,True,False,True,34.44382858,39.5239051,4.29557085,4.87526715,5.86888647,6.28680404,0.45420232,0.55110252,-1.08235239,-1.16902899,0.28246984,1.44994915,reduced
Informer,48,336,True,False,True,38.75893021,43.04915138,4.61991119,5.27952461,6.225667,6.56118521,0.49374321,0.6310838,-1.43659793,-1.65258717,0.32693744,1.57299113,reduced
Informer,48,720,True,False,True,33.01288986,42.91237467,4.43780041,5.51253481,5.74568462,6.55075375,0.51118445,0.70498371,-1.75007741,-2.34195164,0.32133624,1.62817943,reduced
Informer,72,1,True,False,True,17.04333305,20.1400304,2.63862181,3.09760624,4.12835741,4.48776452,0.22681627,0.29492606,0.12870601,0.00029018,0.09819668,0.93343133,reduced
Informer,72,12,True,False,True,19.43157768,27.316656,2.90647674,3.69310977,4.40812635,5.22653384,0.25922912,0.3584656,0.01020645,-0.36069459,0.11632233,0.99490082,reduced
Informer,72,24,True,False,True,24.5106144,28.01195628,3.32176256,3.7870956,4.95081949,5.29263226,0.30028981,0.38124208,-0.24348895,-0.40068633,0.15126126,1.11524427,reduced
Informer,72,96,True,False,True,32.08410263,47.12671715,3.99283218,5.45393438,5.66428328,6.86489018,0.38852847,0.62779382,-0.73296618,-1.43128087,0.22489628,1.31760991,reduced
Informer,72,192,True,False,True,34.51809692,40.05382178,4.29447174,4.93344162,5.87521029,6.32880888,0.44101727,0.55679928,-1.03150599,-1.20949563,0.26858398,1.4279834,reduced
Informer,72,336,True,False,True,38.87809753,42.64392916,4.73712921,5.23906672,6.23523045,6.53023194,0.50825405,0.61837525,-1.4164738,-1.64320063,0.32615247,1.55340779,reduced
Informer,72,720,True,False,True,37.27048111,42.61228923,4.69813251,5.48086165,6.10495567,6.52780892,0.53184271,0.69364525,-2.00472854,-2.33827518,0.35152027,1.70977616,reduced
Informer,96,1,True,False,True,17.55496979,20.63223619,2.69391012,3.11823538,4.18986511,4.54227214,0.23002577,0.29184361,0.11514307,-0.02885935,0.09943221,0.94066846,reduced
Informer,96,12,True,False,True,19.89583778,27.34132565,2.95670176,3.66917578,4.46047497,5.22889335,0.26105252,0.35094364,-0.0014147,-0.36818528,0.117486,1.00071466,reduced
Informer,96,24,True,False,True,24.74860954,28.65645269,3.3936224,3.86554285,4.97479725,5.35317221,0.3078652,0.39010178,-0.2437444,-0.43958657,0.15295845,1.11526978,reduced
Informer,96,96,True,False,True,33.91751099,47.40337938,4.15644979,5.48407396,5.823874,6.88501121,0.40833285,0.62879741,-0.79216213,-1.45737267,0.23842621,1.33964276,reduced
Informer,96,192,True,False,True,35.97068787,41.23444692,4.39726114,5.05820508,5.99755669,6.42140537,0.44886905,0.57418435,-1.05417707,-1.28676523,0.27341962,1.43594158,reduced
Informer,96,336,True,False,True,35.00147629,43.01177381,4.44945431,5.28233183,5.91620445,6.55833621,0.49409053,0.62151412,-1.39848162,-1.681904,0.31493333,1.56167221,reduced
Informer,96,720,True,False,True,35.28404236,44.92295854,4.62228537,5.68839683,5.94003725,6.70245914,0.54113013,0.72333162,-2.15222291,-2.54025604,0.35913163,1.7453661,reduced
Informer,120,1,True,False,True,18.30572891,20.63696798,2.77323079,3.13882134,4.27851963,4.54279297,0.23565814,0.29520084,0.08269081,-0.03412878,0.10318374,0.95776266,reduced
Informer,120,12,True,False,True,18.13438988,27.66947736,2.78745079,3.71019988,4.25844908,5.26017845,0.25004876,0.35480014,0.0320538,-0.39147149,0.10987513,0.98386425,reduced
Informer,120,24,True,False,True,23.57344437,28.85943391,3.29905772,3.88838934,4.85524893,5.37209772,0.30642316,0.39110718,-0.25429038,-0.45702472,0.15148205,1.12008357,reduced
Informer,120,96,True,False,True,34.59020996,47.46790162,4.19958448,5.50411395,5.88134432,6.88969532,0.40176854,0.62906335,-0.80295933,-1.47317004,0.23484883,1.34293294,reduced
Informer,120,192,True,False,True,39.48700333,43.77434734,4.67607307,5.27314519,6.28386831,6.61621851,0.47758472,0.60337177,-1.19610922,-1.44109625,0.30096319,1.48483992,reduced
Informer,120,336,True,False,True,37.09420776,43.19979929,4.6298027,5.30455039,6.09050131,6.57265542,0.50508034,0.6207642,-1.47949352,-1.70997302,0.32448491,1.58190274,reduced
Informer,144,1,True,False,True,19.13337708,20.2534404,2.88847089,3.13248545,4.37417173,4.50038225,0.25723758,0.29627039,-0.01248465,-0.02016195,0.11517337,1.00622296,reduced
Informer,144,12,True,False,True,19.19636536,28.36974531,2.91476679,3.75257345,4.38136578,5.32632569,0.26149884,0.35551191,-0.0118942,-0.43413732,0.11646669,1.00595784,reduced
Informer,144,24,True,False,True,24.59972191,31.18888104,3.393785,4.13152926,4.95981073,5.58470062,0.31221461,0.42297983,-0.29143154,-0.58273785,0.15625912,1.136536,reduced
Informer,144,96,True,False,True,32.31293488,36.9779553,4.11419106,4.66928282,5.68444681,6.0809502,0.41587871,0.50359884,-0.82954122,-0.93672523,0.24159266,1.35582125,reduced
Informer,144,192,True,False,True,34.66617584,41.05782635,4.41428041,5.04771195,5.88779879,6.40763813,0.46472627,0.56441163,-1.16289628,-1.30290237,0.28314871,1.47166646,reduced
Informer,144,336,True,False,True,39.64587784,43.81880434,4.86746025,5.36067098,6.29649734,6.61957735,0.53520626,0.62405845,-1.56428465,-1.76566885,0.3492901,1.61049855,reduced
Informer,144,720,True,False,True,34.21096802,44.77265539,4.582304,5.68117229,5.84901428,6.69123721,0.52171898,0.71047259,-1.90968346,-2.57061841,0.33079076,1.67746902,reduced
Informer,168,1,True,False,True,17.37697029,20.809161,2.72144794,3.17234164,4.16856956,4.56170593,0.2347481,0.29729463,0.09447635,-0.05330587,0.10131903,0.95159006,reduced
Informer,168,12,True,False,True,19.39907074,27.74077115,2.93392015,3.71228161,4.40443754,5.26695084,0.25945899,0.34918811,-0.0072171,-0.40897036,0.11514235,1.00362802,reduced
Informer,168,24,True,False,True,25.16646385,29.81359668,3.45438743,3.98055424,5.01661873,5.46018284,0.31542045,0.39788248,-0.30164859,-0.52019175,0.15748189,1.14103317,reduced
Informer,168,96,True,False,True,35.22314453,38.57460464,4.32978249,4.82364841,5.93490887,6.21084573,0.43202877,0.52406123,-0.94008785,-1.03124567,0.25777018,1.39485061,reduced
Informer,168,192,True,False,True,37.01923752,42.32697456,4.58943701,5.17655835,6.08434343,6.50591843,0.48115343,0.5817086,-1.2272343,-1.38844205,0.2977618,1.49635923,reduced
Informer,168,336,True,False,True,40.23297501,44.16592922,4.874856,5.39766565,6.34294701,6.6457452,0.52141142,0.62566264,-1.53234245,-1.80493228,0.33939943,1.59959054,reduced
Informer,192,1,True,False,True,18.85494995,20.65980548,2.87993836,3.17987618,4.34222889,4.54530587,0.2495555,0.29865884,0.03057612,-0.0511954,0.10905898,0.98459321,reduced
Informer,192,12,True,False,True,19.96589661,28.39394811,2.99465084,3.79354327,4.46832132,5.3285972,0.26253319,0.36014958,-0.02542016,-0.45003185,0.11711872,1.0126307,reduced
Informer,192,24,True,False,True,25.68674469,29.8439423,3.53056431,4.0175957,5.06820917,5.46296095,0.32205817,0.40424312,-0.31756136,-0.53022171,0.16016454,1.14788318,reduced
Informer,192,96,True,False,True,36.08652115,48.73881335,4.40463257,5.64106048,6.00720596,6.98131888,0.43409443,0.6404665,-0.94796151,-1.5809641,0.2573486,1.39655733,reduced
Informer,192,192,True,False,True,39.54155731,41.52532906,4.74000978,5.11968682,6.28820801,6.44401498,0.48958606,0.56960615,-1.30599507,-1.35792258,0.31050584,1.52372324,reduced
Informer,192,336,True,False,True,34.51372528,44.51755194,4.56953335,5.43548781,5.87483835,6.67214748,0.50865304,0.62737224,-1.46366649,-1.84528342,0.31290004,1.57141006,reduced
Informer,336,1,True,False,True,18.97802353,22.00626032,2.96413088,3.35860615,4.35637712,4.69108306,0.26148978,0.31335273,-0.05192644,-0.16207234,0.11356539,1.02563477,reduced
Informer,336,12,True,False,True,20.74633789,31.80423194,3.15917444,4.1496498,4.55481482,5.63952409,0.28416765,0.39479363,-0.14600967,-0.68598092,0.1271897,1.07052863,reduced
Informer,336,24,True,False,True,26.46188927,30.82675217,3.73400545,4.13344284,5.14411211,5.55218445,0.35401911,0.40427769,-0.45648903,-0.64110479,0.17533088,1.20700133,reduced
Informer,336,96,True,False,True,36.03229523,40.52472599,4.55191469,5.03237646,6.00269079,6.36590339,0.46178839,0.53040947,-1.14434976,-1.22700378,0.2738857,1.46757984,reduced
Informer,336,192,True,False,True,38.18481064,46.69081909,4.87233973,5.58933267,6.17938614,6.83306806,0.5249052,0.61557273,-1.49443336,-1.74987568,0.32597491,1.58533108,reduced
Informer,336,336,True,False,True,40.54676437,47.08436829,5.10625887,5.68121936,6.3676343,6.86180503,0.55684185,0.63669754,-1.77658211,-2.12912275,0.35768959,1.67207861,reduced
Informer,504,1,True,False,True,23.53720284,22.66166456,3.50654173,3.49471701,4.85151529,4.76042693,0.30877158,0.32205595,-0.29553975,-0.24734809,0.1407989,1.13821769,reduced
Informer,504,12,True,False,True,22.10049629,31.1475936,3.37303329,4.16319861,4.70111656,5.58100292,0.30649325,0.38392538,-0.29252235,-0.72067469,0.13795005,1.13691008,reduced
Informer,504,24,True,False,True,26.84087944,38.35998789,3.84671068,4.83616068,5.18081856,6.19354405,0.36294982,0.4751341,-0.56566384,-1.12740928,0.17739087,1.25139046,reduced
Informer,504,96,True,False,True,43.66506958,44.09711059,5.26605749,5.37759215,6.60795498,6.64056553,0.53172123,0.5537729,-1.49914569,-1.52479973,0.32687238,1.58168137,reduced
Informer,504,192,True,False,True,39.73096085,50.11018785,5.02917957,5.91654037,6.30324984,7.07885498,0.50846547,0.63359446,-1.44407218,-2.08306845,0.30149198,1.56449354,reduced
Informer,6,1,True,True,False,17.65180779,22.71725917,2.6499064,3.26342594,4.20140553,4.7662626,0.22441156,0.30418733,0.12714516,-0.1141709,0.09932076,0.93426698,reduced
Informer,6,12,True,True,False,20.3529911,30.2251693,2.93224382,3.95064699,4.51142883,5.4977422,0.25674304,0.39707129,-0.00512035,-0.4877434,0.11912535,1.00256324,reduced
Informer,6,24,True,True,False,22.7509594,36.21624823,3.12093377,4.49454182,4.76979637,6.0179937,0.28582782,0.47761096,-0.20750681,-0.78943637,0.14458808,1.09907246,reduced
Informer,6,96,True,True,False,33.22492599,40.52538905,4.03486967,4.88667086,5.76410675,6.36595547,0.39056414,0.54471183,-0.71566758,-1.06461054,0.22908862,1.31079853,reduced
Informer,6,192,True,True,False,35.29778671,42.26388754,4.29425097,5.04681375,5.94119406,6.50106818,0.43592086,0.57399499,-0.9597929,-1.29958871,0.26650596,1.40291798,reduced
Informer,6,336,True,True,False,33.91767883,42.58745289,4.33117247,5.21056669,5.82388878,6.52590629,0.47598132,0.62250737,-1.27037527,-1.5977062,0.2988503,1.51196969,reduced
Informer,6,720,True,True,False,31.02252388,42.35727723,4.25615215,5.43351554,5.56978655,6.50824686,0.49842161,0.69699783,-1.68398358,-2.26485984,0.31153944,1.61178958,reduced
Informer,12,1,True,True,False,17.95071411,22.30022835,2.66586471,3.24987702,4.23682833,4.72231176,0.22452287,0.30796756,0.11353737,-0.09507607,0.10028616,0.94152141,reduced
Informer,12,12,True,True,False,19.92137337,24.92671737,2.91097355,3.45528276,4.46333647,4.99266636,0.25488317,0.33150226,0.0179016,-0.22830085,0.1166431,0.99101704,reduced
Informer,12,24,True,True,False,22.99744034,27.07595306,3.14560199,3.71479464,4.79556465,5.20345588,0.2882067,0.37804118,-0.21293952,-0.33925669,0.14557189,1.10152185,reduced
Informer,12,96,True,True,False,34.72944641,44.31974373,4.18526077,5.18576481,5.8931694,6.65730754,0.41315079,0.58955644,-0.78584878,-1.26036707,0.2447367,1.33745742,reduced
Informer,12,192,True,True,False,37.45944595,42.65824409,4.44522047,5.06080066,6.12041235,6.5313279,0.45372438,0.57273794,-1.06326605,-1.32381423,0.28521571,1.4403373,reduced
Informer,12,336,True,True,False,33.6010437,42.82127642,4.30887842,5.22296104,5.79664087,6.54379679,0.47148263,0.62249227,-1.22971235,-1.61566158,0.29275429,1.49883294,reduced
Informer,12,720,True,True,False,32.0647583,42.14101613,4.36954832,5.4095626,5.66257524,6.49161121,0.51310498,0.69100811,-1.76263164,-2.25298153,0.32480001,1.63372636,reduced
Informer,24,1,True,True,False,17.64633751,18.79779439,2.66638803,2.96074845,4.20075417,4.33564233,0.22522624,0.28094712,0.13164219,0.07498008,0.09861175,0.93185723,reduced
Informer,24,12,True,True,False,18.44766808,25.97762788,2.78726172,3.5395071,4.29507494,5.09682527,0.25297257,0.34089242,0.03265457,-0.28276844,0.11296985,0.98356903,reduced
Informer,24,24,True,True,False,23.40886497,27.10831158,3.17339945,3.72924151,4.83827066,5.20656428,0.28818947,0.38088407,-0.2233774,-0.34365271,0.14648792,1.10616291,reduced
Informer,24,96,True,True,False,34.4080925,46.52951037,4.1469593,5.41526355,5.86584139,6.82125431,0.40393391,0.63295428,-0.7575605,-1.37826624,0.23818828,1.32662559,reduced
Informer,24,192,True,True,False,37.69469833,39.74212746,4.47921991,4.87580831,6.13960075,6.30413574,0.46039474,0.55199104,-1.04627012,-1.17018575,0.28885177,1.43559027,reduced
Informer,24,336,True,True,False,35.81600571,41.3917623,4.41108227,5.13101049,5.98464727,6.433643,0.47755575,0.61242426,-1.31621895,-1.53558639,0.30968231,1.53525698,reduced
Informer,24,720,True,True,False,35.09638214,43.23743662,4.50137281,5.52114734,5.92422009,6.57551797,0.5209592,0.71002537,-1.95047616,-2.34746603,0.34528476,1.69899058,reduced
Informer,48,1,True,True,False,16.3077755,20.22092579,2.56605124,3.06116697,4.03828859,4.49676837,0.22313984,0.28674473,0.15300262,0.00075798,0.09504011,0.92032462,reduced
Informer,48,12,True,True,False,18.86419106,28.89607347,2.84162188,3.80415091,4.34329271,5.37550681,0.25520444,0.37143161,0.02420428,-0.43288171,0.11419437,0.98784214,reduced
Informer,48,24,True,True,False,23.6047554,29.08427034,3.22334957,3.89125266,4.85847235,5.39298344,0.29208207,0.3965474,-0.21585423,-0.44772654,0.14652447,1.10278118,reduced
Informer,48,96,True,True,False,31.28979301,37.60669966,3.95236826,4.68752604,5.59372807,6.13243016,0.39568898,0.51706436,-0.73670168,-0.93093043,0.22909434,1.32064819,reduced
Informer,48,192,True,True,False,34.5030365,39.5239051,4.30196905,4.87526715,5.87392855,6.28680404,0.45503908,0.55110252,-1.08616372,-1.16902899,0.28316966,1.45119488,reduced
Informer,48,336,True,True,False,38.6506958,43.04915138,4.60799026,5.27952461,6.21696854,6.56118521,0.49127588,0.6310838,-1.42977335,-1.65258717,0.32513303,1.57079327,reduced
Informer,48,720,True,True,False,33.00760651,42.91237467,4.43691969,5.51253481,5.74522448,6.55075375,0.51103455,0.70498371,-1.74956233,-2.34195164,0.3211982,1.62804914,reduced
Informer,72,1,True,True,False,16.90304375,20.1400304,2.62037086,3.09760624,4.11133099,4.48776452,0.22444072,0.29492606,0.13587795,0.00029018,0.09722418,0.9295817,reduced
Informer,72,12,True,True,False,19.56804848,27.316656,2.9151144,3.69310977,4.42357874,5.22653384,0.25969878,0.3584656,0.00325076,-0.36069459,0.1170782,0.99838841,reduced
Informer,72,24,True,True,False,25.04197884,28.01195628,3.3928237,3.7870956,5.00419617,5.29263226,0.31012478,0.38124208,-0.27042977,-0.40068633,0.15659595,1.12726808,reduced
Informer,72,96,True,True,False,34.63938904,47.12671715,4.21676874,5.45393438,5.8855238,6.86489018,0.41930479,0.62779382,-0.87000787,-1.43128087,0.25110275,1.36907423,reduced
Informer,72,192,True,True,False,34.55260849,40.05382178,4.29743576,4.93344162,5.87814665,6.32880888,0.44139394,0.55679928,-1.03345573,-1.20949563,0.26896673,1.42869711,reduced
Informer,72,336,True,True,False,38.86858368,42.64392916,4.73644924,5.23906672,6.23446751,6.53023194,0.50816447,0.61837525,-1.41588164,-1.64320063,0.32606503,1.55321777,reduced
Informer,72,720,True,True,False,39.51908875,42.61228923,4.87271881,5.48086165,6.28642082,6.52780892,0.55845451,0.69364525,-2.17654734,-2.33827518,0.38088977,1.76059818,reduced
Informer,96,1,True,True,False,17.81362534,20.63223619,2.71963525,3.11823538,4.2206192,4.54227214,0.23190385,0.29184361,0.1021054,-0.02885935,0.10158237,0.94757307,reduced
Informer,96,12,True,True,False,19.84891319,27.34132565,2.95226741,3.66917578,4.45521212,5.22889335,0.26081964,0.35094364,0.00094226,-0.36818528,0.11712781,0.99953383,reduced
Informer,96,24,True,True,False,24.99742508,28.65645269,3.40569901,3.86554285,4.99974251,5.35317221,0.30830538,0.39010178,-0.25623702,-0.43958657,0.15432689,1.12086213,reduced
Informer,96,96,True,True,False,33.93492508,47.40337938,4.15729809,5.48407396,5.82536888,6.88501121,0.40827733,0.62879741,-0.79305549,-1.45737267,0.23854223,1.33998656,reduced
Informer,96,192,True,True,False,36.01197815,41.23444692,4.40021276,5.05820508,6.00099802,6.42140537,0.44890738,0.57418435,-1.05674214,-1.28676523,0.27374828,1.43676555,reduced
Informer,96,336,True,True,False,34.94039536,43.01177381,4.44749308,5.28233183,5.91104031,6.55833621,0.49411923,0.62151412,-1.39428322,-1.681904,0.31452253,1.56030905,reduced
Informer,96,720,True,True,False,34.79236221,44.92295854,4.58798552,5.68839683,5.89850521,6.70245914,0.53619248,0.72333162,-2.1092899,-2.54025604,0.35346487,1.73316276,reduced
Informer,120,1,True,True,False,18.24461937,20.63696798,2.78202057,3.13882134,4.27137184,4.54279297,0.23720716,0.29520084,0.08575295,-0.03412878,0.10342854,0.95616275,reduced
Informer,120,12,True,True,False,17.96683311,27.66947736,2.77301478,3.71019988,4.23872995,5.26017845,0.24872872,0.35480014,0.04098149,-0.39147149,0.10866848,0.97930831,reduced
Informer,120,24,True,True,False,23.51099014,28.85943391,3.30217147,3.88838934,4.84881306,5.37209772,0.30758318,0.39110718,-0.25097827,-0.45702472,0.15149844,1.11859894,reduced
Informer,120,96,True,True,False,36.47791672,47.46790162,4.37135553,5.50411395,6.03969526,6.88969532,0.42784882,0.62906335,-0.90016789,-1.47317004,0.25580519,1.37909043,reduced
Informer,120,192,True,True,False,39.39173126,43.77434734,4.66910887,5.27314519,6.27628326,6.61621851,0.47669026,0.60337177,-1.190574,-1.44109625,0.30003798,1.4830476,reduced
Informer,120,336,True,True,False,37.03476715,43.19979929,4.62480068,5.30455039,6.08561993,6.57265542,0.50412083,0.6207642,-1.47602028,-1.70997302,0.32363263,1.58063483,reduced
Informer,144,1,True,True,False,18.75269127,20.2534404,2.87080956,3.13248545,4.33043766,4.50038225,0.25644386,0.29627039,0.00766022,-0.02016195,0.11360263,0.99616253,reduced
Informer,144,12,True,True,False,18.73187065,28.36974531,2.86479354,3.75257345,4.32803297,5.32632569,0.25588602,0.35551191,0.01257778,-0.43413732,0.11282396,0.99371272,reduced
