,unix,date,open,high,low,close
87,1503255600,2017-08-20 19:00:00,4154.56,4185.94,4144.85,4164.6
88,1503259200,2017-08-20 20:00:00,4164.6,4171.62,4116.0,4140.93
89,1503262800,2017-08-20 21:00:00,4140.93,4156.56,4128.75,4150.0
90,1503266400,2017-08-20 22:00:00,4150.0,4169.98,4132.31,4169.98
91,1503270000,2017-08-20 23:00:00,4169.98,4171.62,4069.13,4086.29
92,1503273600,2017-08-21 00:00:00,4086.29,4119.62,4062.78,4108.28
93,1503277200,2017-08-21 01:00:00,4108.28,4114.86,4080.66,4094.6
94,1503280800,2017-08-21 02:00:00,4094.6,4109.26,4039.0,4079.94
95,1503284400,2017-08-21 03:00:00,4079.94,4104.68,4048.74,4084.76
96,1503288000,2017-08-21 04:00:00,4084.76,4104.68,4047.75,4104.68
97,1503291600,2017-08-21 05:00:00,4104.68,4104.68,4011.02,4016.9
98,1503295200,2017-08-21 06:00:00,4016.9,4032.01,3953.4,3982.96
99,1503298800,2017-08-21 07:00:00,3982.96,4055.92,3970.63,4043.63
100,1503302400,2017-08-21 08:00:00,4043.63,4055.92,4010.78,4036.3
101,1503306000,2017-08-21 09:00:00,4036.3,4077.07,4035.82,4074.0
102,1503309600,2017-08-21 10:00:00,4074.0,4088.12,4066.0,4088.1
103,1503313200,2017-08-21 11:00:00,4088.1,4088.1,4000.01,4023.11
104,1503316800,2017-08-21 12:00:00,4023.11,4023.11,4000.0,4000.0
105,1503320400,2017-08-21 13:00:00,4000.0,4023.11,3934.43,3951.49
106,1503324000,2017-08-21 14:00:00,3951.49,4023.11,3911.79,3989.17
107,1503327600,2017-08-21 15:00:00,3989.17,4022.0,3920.55,4022.0
108,1503331200,2017-08-21 16:00:00,4022.0,4029.05,3951.26,4029.05
109,1503334800,2017-08-21 17:00:00,4029.05,4029.06,3951.26,4016.2
110,1503338400,2017-08-21 18:00:00,4016.2,4029.06,3918.8,3918.8
111,1503342000,2017-08-21 19:00:00,3918.8,4042.11,3918.8,4027.05
112,1503345600,2017-08-21 20:00:00,4027.05,4042.11,3950.0,4025.04
113,1503349200,2017-08-21 21:00:00,4025.04,4070.49,4007.51,4039.1
114,1503352800,2017-08-21 22:00:00,4039.1,4041.23,4008.63,4041.1
115,1503356400,2017-08-21 23:00:00,4041.1,4041.1,3987.5,4016.0
116,1503360000,2017-08-22 00:00:00,4016.0,4016.0,3789.95,3790.0
117,1503363600,2017-08-22 01:00:00,3790.0,3890.51,3688.97,3700.0
118,1503367200,2017-08-22 02:00:00,3700.0,3849.98,3689.0,3849.98
119,1503370800,2017-08-22 03:00:00,3849.98,3862.39,3802.53,3862.39
120,1503374400,2017-08-22 04:00:00,3862.39,3868.57,3450.98,3500.8
121,1503378000,2017-08-22 05:00:00,3500.8,3695.62,3400.0,3626.99
122,1503381600,2017-08-22 06:00:00,3626.99,3854.46,3619.95,3803.0
123,1503385200,2017-08-22 07:00:00,3803.0,3803.0,3733.8,3798.08
124,1503388800,2017-08-22 08:00:00,3798.08,3805.76,3750.08,3794.12
125,1503392400,2017-08-22 09:00:00,3794.12,3920.31,3775.01,3904.56
126,1503396000,2017-08-22 10:00:00,3904.56,3904.56,3826.12,3844.08
127,1503399600,2017-08-22 11:00:00,3844.08,3905.56,3841.18,3866.48
128,1503403200,2017-08-22 12:00:00,3866.48,3990.12,3853.53,3934.01
129,1503406800,2017-08-22 13:00:00,3934.01,3964.75,3874.35,3920.99
130,1503410400,2017-08-22 14:00:00,3920.99,3920.99,3786.81,3849.0
131,1503414000,2017-08-22 15:00:00,3849.0,3921.63,3810.07,3858.23
132,1503417600,2017-08-22 16:00:00,3858.23,3952.89,3853.47,3905.84
133,1503421200,2017-08-22 17:00:00,3905.84,3998.99,3888.79,3943.0
134,1503424800,2017-08-22 18:00:00,3943.0,4104.82,3943.0,4043.76
135,1503428400,2017-08-22 19:00:00,4043.76,4101.24,3984.23,3984.24
136,1503432000,2017-08-22 20:00:00,3984.24,4061.54,3953.13,3960.29
137,1503435600,2017-08-22 21:00:00,3960.29,4038.96,3946.67,3946.67
138,1503439200,2017-08-22 22:00:00,3946.67,4046.11,3944.04,4002.0
139,1503442800,2017-08-22 23:00:00,4002.0,4045.0,3944.03,4040.0
140,1503446400,2017-08-23 00:00:00,4040.0,4077.18,4013.89,4036.0
141,1503450000,2017-08-23 01:00:00,4036.0,4100.0,4035.38,4100.0
142,1503453600,2017-08-23 02:00:00,4100.0,4127.99,4049.74,4083.72
143,1503457200,2017-08-23 03:00:00,4083.72,4126.99,4050.04,4100.41
144,1503460800,2017-08-23 04:00:00,4100.41,4115.87,4054.01,4083.6
145,1503464400,2017-08-23 05:00:00,4083.6,4110.0,4053.18,4053.18
146,1503468000,2017-08-23 06:00:00,4053.18,4099.99,4035.32,4080.0
147,1503471600,2017-08-23 07:00:00,4080.0,4098.88,4052.49,4074.88
148,1503475200,2017-08-23 08:00:00,4074.88,4124.0,4057.0,4124.0
149,1503478800,2017-08-23 09:00:00,4124.0,4242.32,4100.15,4203.12
150,1503482400,2017-08-23 10:00:00,4203.12,4228.02,4188.63,4228.02
151,1503486000,2017-08-23 11:00:00,4228.02,4237.99,4174.09,4237.99
152,1503489600,2017-08-23 12:00:00,4237.99,4265.8,4174.0,4215.68
153,1503493200,2017-08-23 13:00:00,4215.68,4230.92,4155.0,4211.0
154,1503496800,2017-08-23 14:00:00,4211.0,4212.29,4154.51,4174.0
155,1503500400,2017-08-23 15:00:00,4174.0,4226.95,4150.65,4197.05
156,1503504000,2017-08-23 16:00:00,4197.05,4259.58,4197.05,4210.03
157,1503507600,2017-08-23 17:00:00,4210.03,4231.0,4166.27,4166.27
158,1503511200,2017-08-23 18:00:00,4166.27,4191.71,4135.38,4143.37
159,1503514800,2017-08-23 19:00:00,4143.37,4168.9,4103.51,4117.07
160,1503518400,2017-08-23 20:00:00,4117.07,4136.48,4073.41,4118.4
161,1503522000,2017-08-23 21:00:00,4118.4,4178.65,4090.0,4090.0
162,1503525600,2017-08-23 22:00:00,4090.0,4152.0,4069.8,4114.2
163,1503529200,2017-08-23 23:00:00,4114.2,4169.99,4113.79,4114.01
164,1503532800,2017-08-24 00:00:00,4114.01,4154.55,4114.01,4131.0
165,1503536400,2017-08-24 01:00:00,4131.0,4195.0,4113.9,4140.91
166,1503540000,2017-08-24 02:00:00,4140.91,4204.55,4131.92,4131.92
167,1503543600,2017-08-24 03:00:00,4131.92,4163.59,4085.01,4113.58
168,1503547200,2017-08-24 04:00:00,4113.58,4148.19,4090.39,4113.98
169,1503550800,2017-08-24 05:00:00,4113.98,4177.64,4113.49,4132.09
170,1503554400,2017-08-24 06:00:00,4132.09,4177.18,4131.91,4133.42
171,1503558000,2017-08-24 07:00:00,4133.42,4173.99,4133.41,4153.32
172,1503561600,2017-08-24 08:00:00,4153.32,4206.88,4153.32,4200.0
173,1503565200,2017-08-24 09:00:00,4200.0,4224.0,4150.0,4165.01
174,1503568800,2017-08-24 10:00:00,4165.01,4250.94,4165.01,4173.98
175,1503572400,2017-08-24 11:00:00,4173.98,4215.53,4166.67,4202.0
176,1503576000,2017-08-24 12:00:00,4202.0,4224.64,4136.33,4150.89
177,1503579600,2017-08-24 13:00:00,4150.89,4184.48,4148.78,4157.74
178,1503583200,2017-08-24 14:00:00,4157.74,4250.9,4157.74,4221.0
179,1503586800,2017-08-24 15:00:00,4221.0,4250.78,4196.01,4222.0
180,1503590400,2017-08-24 16:00:00,4222.0,4250.71,4207.86,4215.0
181,1503594000,2017-08-24 17:00:00,4215.0,4236.0,4178.22,4188.18
182,1503597600,2017-08-24 18:00:00,4188.18,4221.0,4179.22,4221.0
183,1503601200,2017-08-24 19:00:00,4221.0,4250.77,4206.61,4216.07
184,1503604800,2017-08-24 20:00:00,4216.07,4245.0,4193.17,4193.5
185,1503608400,2017-08-24 21:00:00,4193.5,4234.0,4193.5,4207.0
186,1503612000,2017-08-24 22:00:00,4207.0,4330.61,4206.11,4326.23
187,1503615600,2017-08-24 23:00:00,4326.23,4371.68,4297.76,4316.01
188,1503619200,2017-08-25 00:00:00,4316.01,4369.0,4310.59,4366.0
189,1503622800,2017-08-25 01:00:00,4366.0,4370.0,4328.58,4333.01
190,1503626400,2017-08-25 02:00:00,4333.01,4363.71,4328.58,4363.71
191,1503630000,2017-08-25 03:00:00,4363.71,4363.71,4295.75,4312.69
192,1503633600,2017-08-25 04:00:00,4312.69,4362.0,4310.2,4310.2
193,1503637200,2017-08-25 05:00:00,4310.2,4340.0,4281.04,4281.04
194,1503640800,2017-08-25 06:00:00,4281.04,4333.96,4267.5,4302.72
195,1503644400,2017-08-25 07:00:00,4302.72,4335.0,4300.0,4329.0
196,1503648000,2017-08-25 08:00:00,4329.0,4354.35,4316.54,4332.17
197,1503651600,2017-08-25 09:00:00,4332.17,4352.0,4332.17,4344.56
198,1503655200,2017-08-25 10:00:00,4344.56,4344.56,4298.74,4314.33
199,1503658800,2017-08-25 11:00:00,4314.33,4361.28,4313.0,4361.27
200,1503662400,2017-08-25 12:00:00,4361.27,4361.27,4261.13,4309.69
201,1503666000,2017-08-25 13:00:00,4309.69,4345.0,4297.66,4312.0
202,1503669600,2017-08-25 14:00:00,4312.0,4340.0,4291.52,4305.0
203,1503673200,2017-08-25 15:00:00,4305.0,4422.29,4305.0,4394.36
204,1503676800,2017-08-25 16:00:00,4394.36,4453.91,4375.29,4447.31
205,1503680400,2017-08-25 17:00:00,4447.31,4447.31,4372.29,4402.32
206,1503684000,2017-08-25 18:00:00,4402.32,4449.44,4388.88,4449.44
207,1503687600,2017-08-25 19:00:00,4449.44,4449.44,4284.11,4307.17
208,1503691200,2017-08-25 20:00:00,4307.17,4326.0,4247.48,4286.29
209,1503694800,2017-08-25 21:00:00,4286.29,4336.13,4250.08,4288.99
210,1503698400,2017-08-25 22:00:00,4288.99,4365.0,4288.99,4303.37
211,1503702000,2017-08-25 23:00:00,4303.37,4343.18,4280.68,4280.68
212,1503705600,2017-08-26 00:00:00,4280.68,4315.0,4274.33,4281.0
213,1503709200,2017-08-26 01:00:00,4281.0,4315.0,4281.0,4284.0
214,1503712800,2017-08-26 02:00:00,4284.0,4305.75,4260.62,4266.04
215,1503716400,2017-08-26 03:00:00,4266.04,4297.94,4228.99,4297.94
216,1503720000,2017-08-26 04:00:00,4297.94,4297.94,4271.51,4297.94
217,1503723600,2017-08-26 05:00:00,4297.94,4319.67,4252.44,4295.75
218,1503727200,2017-08-26 06:00:00,4295.75,4319.7,4280.81,4319.7
219,1503730800,2017-08-26 07:00:00,4319.7,4319.7,4297.94,4319.7
220,1503734400,2017-08-26 08:00:00,4319.7,4319.7,4318.74,4319.7
221,1503738000,2017-08-26 09:00:00,4319.7,4319.7,4260.88,4274.84
222,1503741600,2017-08-26 10:00:00,4274.84,4317.99,4274.84,4292.8
223,1503745200,2017-08-26 11:00:00,4292.8,4317.99,4287.79,4288.72
224,1503748800,2017-08-26 12:00:00,4288.72,4306.74,4234.42,4243.98
225,1503752400,2017-08-26 13:00:00,4243.98,4295.0,4221.14,4261.89
226,1503756000,2017-08-26 14:00:00,4261.89,4274.0,4242.04,4274.0
227,1503759600,2017-08-26 15:00:00,4274.0,4275.0,4246.96,4275.0
228,1503763200,2017-08-26 16:00:00,4275.0,4275.0,4212.41,4265.97
229,1503766800,2017-08-26 17:00:00,4265.97,4272.99,4230.02,4255.19
230,1503770400,2017-08-26 18:00:00,4255.19,4273.0,4236.51,4272.0
231,1503774000,2017-08-26 19:00:00,4272.0,4351.32,4258.51,4293.52
232,1503777600,2017-08-26 20:00:00,4293.52,4335.06,4279.0,4333.56
233,1503781200,2017-08-26 21:00:00,4333.56,4345.0,4288.1,4313.98
234,1503784800,2017-08-26 22:00:00,4313.98,4330.0,4288.09,4300.0
235,1503788400,2017-08-26 23:00:00,4300.0,4367.0,4288.09,4337.44
236,1503792000,2017-08-27 00:00:00,4337.44,4368.2,4315.52,4354.0
237,1503795600,2017-08-27 01:00:00,4354.0,4383.03,4338.93,4379.32
238,1503799200,2017-08-27 02:00:00,4379.32,4400.0,4368.1,4368.1
239,1503802800,2017-08-27 03:00:00,4368.1,4379.24,4314.91,4314.91
240,1503806400,2017-08-27 04:00:00,4314.91,4370.85,4303.02,4328.0
241,1503810000,2017-08-27 05:00:00,4328.0,4342.19,4293.42,4320.52
242,1503813600,2017-08-27 06:00:00,4320.52,4344.9,4314.89,4314.9
243,1503817200,2017-08-27 07:00:00,4314.9,4342.96,4298.75,4313.84
244,1503820800,2017-08-27 08:00:00,4313.84,4352.34,4302.12,4302.14
245,1503824400,2017-08-27 09:00:00,4302.14,4345.81,4302.11,4320.81
246,1503828000,2017-08-27 10:00:00,4320.81,4330.0,4285.56,4302.73
247,1503831600,2017-08-27 11:00:00,4302.73,4344.99,4285.8,4323.37
248,1503835200,2017-08-27 12:00:00,4323.37,4340.0,4298.66,4298.66
249,1503838800,2017-08-27 13:00:00,4298.66,4333.68,4285.54,4312.69
250,1503842400,2017-08-27 14:00:00,4312.69,4324.36,4295.89,4312.19
251,1503846000,2017-08-27 15:00:00,4312.19,4335.0,4295.28,4325.0
252,1503849600,2017-08-27 16:00:00,4325.0,4339.99,4290.01,4306.0
253,1503853200,2017-08-27 17:00:00,4306.0,4370.92,4306.0,4340.0
254,1503856800,2017-08-27 18:00:00,4340.0,4370.92,4335.0,4368.41
255,1503860400,2017-08-27 19:00:00,4368.41,4386.78,4327.62,4368.41
256,1503864000,2017-08-27 20:00:00,4368.41,4386.79,4336.12,4345.0
257,1503867600,2017-08-27 21:00:00,4345.0,4386.0,4336.09,4370.0
258,1503871200,2017-08-27 22:00:00,4370.0,4371.42,4315.16,4315.16
259,1503874800,2017-08-27 23:00:00,4315.16,4367.4,4309.6,4310.01
260,1503878400,2017-08-28 00:00:00,4310.01,4326.99,4282.2,4282.2
261,1503882000,2017-08-28 01:00:00,4282.2,4317.2,4265.45,4280.04
262,1503885600,2017-08-28 02:00:00,4280.04,4330.36,4258.78,4295.0
263,1503889200,2017-08-28 03:00:00,4295.0,4310.0,4239.36,4239.37
264,1503892800,2017-08-28 04:00:00,4239.37,4252.76,4124.54,4227.0
265,1503896400,2017-08-28 05:00:00,4227.0,4251.92,4150.1,4169.01
266,1503900000,2017-08-28 06:00:00,4169.01,4282.07,4169.01,4221.04
267,1503903600,2017-08-28 07:00:00,4221.04,4297.11,4207.42,4261.9
268,1503907200,2017-08-28 08:00:00,4261.9,4305.0,4239.15,4252.7
269,1503910800,2017-08-28 09:00:00,4252.7,4298.83,4226.93,4227.0
270,1503914400,2017-08-28 10:00:00,4227.0,4317.21,4227.0,4290.77
271,1503918000,2017-08-28 11:00:00,4290.77,4365.4,4288.07,4308.0
272,1503921600,2017-08-28 12:00:00,4308.0,4347.0,4271.86,4280.0
273,1503925200,2017-08-28 13:00:00,4280.0,4347.0,4279.82,4347.0
274,1503928800,2017-08-28 14:00:00,4347.0,4347.0,4279.82,4291.13
275,1503932400,2017-08-28 15:00:00,4291.13,4315.0,4271.03,4273.59
276,1503936000,2017-08-28 16:00:00,4273.59,4341.99,4273.59,4322.65
277,1503939600,2017-08-28 17:00:00,4322.65,4370.45,4313.66,4324.67
278,1503943200,2017-08-28 18:00:00,4324.67,4362.99,4307.22,4312.7
279,1503946800,2017-08-28 19:00:00,4312.7,4361.37,4312.69,4321.65
280,1503950400,2017-08-28 20:00:00,4321.65,4339.8,4290.18,4312.43
281,1503954000,2017-08-28 21:00:00,4312.43,4349.98,4312.43,4331.47
282,1503957600,2017-08-28 22:00:00,4331.47,4399.82,4331.45,4353.32
283,1503961200,2017-08-28 23:00:00,4353.32,4386.69,4350.7,4386.69
284,1503964800,2017-08-29 00:00:00,4386.69,4386.69,4331.46,4349.44
285,1503968400,2017-08-29 01:00:00,4349.44,4386.69,4331.47,4349.54
286,1503972000,2017-08-29 02:00:00,4349.54,4359.99,4314.35,4314.78
287,1503975600,2017-08-29 03:00:00,4314.78,4383.99,4314.78,4376.99
288,1503979200,2017-08-29 04:00:00,4376.99,4383.98,4358.5,4363.16
289,1503982800,2017-08-29 05:00:00,4363.16,4404.05,4343.49,4356.76
290,1503986400,2017-08-29 06:00:00,4356.76,4389.49,4343.48,4363.21
291,1503990000,2017-08-29 07:00:00,4363.21,4404.07,4313.55,4329.02
292,1503993600,2017-08-29 08:00:00,4329.02,4382.99,4328.12,4352.52
293,1503997200,2017-08-29 09:00:00,4352.52,4379.99,4329.59,4367.4
294,1504000800,2017-08-29 10:00:00,4367.4,4368.47,4329.57,4346.86
295,1504004400,2017-08-29 11:00:00,4346.86,4417.61,4333.2,4368.5
296,1504008000,2017-08-29 12:00:00,4368.5,4436.94,4347.59,4408.08
297,1504011600,2017-08-29 13:00:00,4408.08,4625.85,4408.08,4580.0
298,1504015200,2017-08-29 14:00:00,4580.0,4599.96,4530.87,4545.87
299,1504018800,2017-08-29 15:00:00,4545.87,4597.97,4545.75,4570.0
300,1504022400,2017-08-29 16:00:00,4570.0,4584.0,4503.92,4503.92
301,1504026000,2017-08-29 17:00:00,4503.92,4555.55,4496.95,4555.55
302,1504029600,2017-08-29 18:00:00,4555.55,4555.55,4511.45,4536.63
303,1504033200,2017-08-29 19:00:00,4536.63,4555.55,4521.01,4555.55
304,1504036800,2017-08-29 20:00:00,4555.55,4597.0,4535.09,4577.54
305,1504040400,2017-08-29 21:00:00,4577.54,4624.99,4550.09,4618.93
306,1504044000,2017-08-29 22:00:00,4618.93,4618.93,4564.77,4591.88
307,1504047600,2017-08-29 23:00:00,4591.88,4619.6,4564.81,4587.48
308,1504051200,2017-08-30 00:00:00,4587.48,4599.78,4527.45,4575.23
309,1504054800,2017-08-30 01:00:00,4575.23,4619.99,4575.23,4597.55
310,1504058400,2017-08-30 02:00:00,4597.55,4615.55,4565.33,4604.12
311,1504062000,2017-08-30 03:00:00,4604.12,4618.3,4582.6,4583.61
312,1504065600,2017-08-30 04:00:00,4583.61,4625.0,4579.61,4579.61
313,1504069200,2017-08-30 05:00:00,4579.61,4617.0,4558.89,4590.49
314,1504072800,2017-08-30 06:00:00,4590.49,4647.51,4575.55,4588.0
315,1504076400,2017-08-30 07:00:00,4588.0,4632.0,4550.01,4550.02
316,1504080000,2017-08-30 08:00:00,4550.02,4597.0,4542.42,4552.69
317,1504083600,2017-08-30 09:00:00,4552.69,4589.77,4482.0,4482.0
318,1504087200,2017-08-30 10:00:00,4482.0,4538.09,4416.01,4477.1
319,1504090800,2017-08-30 11:00:00,4477.1,4569.0,4470.23,4498.35
320,1504094400,2017-08-30 12:00:00,4498.35,4592.76,4416.16,4570.0
321,1504098000,2017-08-30 13:00:00,4570.0,4588.0,4532.5,4585.31
322,1504101600,2017-08-30 14:00:00,4585.31,4589.67,4531.48,4558.16
323,1504105200,2017-08-30 15:00:00,4558.16,4575.18,4516.95,4546.77
324,1504108800,2017-08-30 16:00:00,4546.77,4598.08,4546.74,4589.99
325,1504112400,2017-08-30 17:00:00,4589.99,4600.0,4546.74,4600.0
326,1504116000,2017-08-30 18:00:00,4600.0,4609.92,4556.0,4556.0
327,1504119600,2017-08-30 19:00:00,4556.0,4574.3,4532.8,4536.82
328,1504123200,2017-08-30 20:00:00,4536.82,4571.87,4516.87,4547.74
329,1504126800,2017-08-30 21:00:00,4547.74,4565.0,4531.53,4547.26
330,1504130400,2017-08-30 22:00:00,4547.26,4579.91,4547.24,4547.9
331,1504134000,2017-08-30 23:00:00,4547.9,4579.85,4547.81,4555.14
332,1504137600,2017-08-31 00:00:00,4555.14,4579.99,4555.14,4569.66
333,1504141200,2017-08-31 01:00:00,4569.66,4605.99,4569.65,4574.8
334,1504144800,2017-08-31 02:00:00,4574.8,4600.0,4569.6,4596.54
335,1504148400,2017-08-31 03:00:00,4596.54,4606.0,4592.19,4593.66
336,1504152000,2017-08-31 04:00:00,4593.66,4609.0,4586.49,4591.56
337,1504155600,2017-08-31 05:00:00,4591.56,4628.12,4578.17,4598.54
338,1504159200,2017-08-31 06:00:00,4598.54,4613.0,4572.99,4572.99
339,1504162800,2017-08-31 07:00:00,4572.99,4603.34,4572.64,4592.16
340,1504166400,2017-08-31 08:00:00,4592.16,4615.0,4578.0,4586.51
341,1504170000,2017-08-31 09:00:00,4586.51,4613.6,4572.64,4583.02
342,1504173600,2017-08-31 10:00:00,4583.02,4678.57,4583.02,4632.96
343,1504177200,2017-08-31 11:00:00,4632.96,4675.0,4631.41,4656.67
344,1504180800,2017-08-31 12:00:00,4656.67,4674.97,4631.41,4673.87
345,1504184400,2017-08-31 13:00:00,4673.87,4685.55,4632.87,4685.55
346,1504188000,2017-08-31 14:00:00,4685.55,4685.55,4649.69,4685.55
347,1504191600,2017-08-31 15:00:00,4685.55,4685.55,4648.82,4648.82
348,1504195200,2017-08-31 16:00:00,4648.82,4685.56,4638.98,4684.98
